CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,32.33
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,54.9
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,13.52
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,24.4
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.18
313.3,0.0,146.5,179.6,11.1,828.7,709.7,28,42.92
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,38.46
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,46.8
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,39.27
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,44.3
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,30.14
183.8,129.9,0.0,175.1,3.6,1006.0,746.6,28,30.96
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,56,59.59
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,13.36
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,35.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,41.16
158.0,236.0,138.0,179.0,6.0,1002.0,689.0,28,39.46
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,44.39
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,365,43.7
313.0,0.0,100.0,182.0,8.0,1002.0,689.0,28,26.06
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,42.64
252.3,0.0,98.8,146.3,13.6,971.8,804.9,28,79.3
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.54
158.0,111.0,195.0,220.0,11.0,898.0,713.0,28,67.11
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,13.33
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,24.07
322.0,114.0,0.0,228.0,8.0,932.0,670.0,28,42.7
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,81.75
318.8,212.5,0.0,155.7,16.5,852.1,880.4,100,55.26
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,12.47
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,32.96
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,360,44.7
159.8,0.0,128.6,175.1,8.6,1001.9,746.6,28,39.49
382.0,0.0,0.0,185.7,0.0,1111.6,784.3,7,25.42
322.5,141.3,0.0,203.5,0.0,959.2,800.1,28,44.21
297.8,212.5,0.0,155.7,9.6,1014.3,803.7,14,33.61
238.2,0.0,0.0,185.7,0.0,949.9,795.3,100,34.56
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,28.3
250.0,173.0,0.0,192.0,0.0,927.4,806.2,7,25.45
264.5,111.0,86.5,201.9,5.8,832.6,655.6,28,44.21
331.0,116.0,0.0,192.0,0.0,1025.0,675.0,28,35.76
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,32.82
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,40.2
166.8,250.2,0.0,203.5,0.0,1048.9,695.3,28,26.15
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,51.96
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,12.55
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,41.3
286.3,0.0,0.0,144.7,12.2,1001.8,803.7,28,66.7
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,32.33
237.5,237.5,0.0,185.7,0.0,956.9,692.6,28,34.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.66
297.2,137.2,106.7,192.0,6.4,814.1,805.5,28,42.13
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,38.21
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,34.56
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,21.91
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,24.05
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,22.93
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,36.8
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,20.73
284.0,13.5,100.5,179.9,8.5,860.6,805.0,28,14.99
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,46.39
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,19.11
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,42.23
135.0,105.0,193.0,195.0,6.0,965.0,643.0,28,33.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,90,25.18
254.8,128.0,0.0,192.0,0.0,963.4,863.4,90,46.64
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,35.23
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,43.89
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.42
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,52.43
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,25.37
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,43.06
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,46.23
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,14.5
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,13.33
500.0,200.0,0.0,200.0,0.0,1125.0,613.0,28,62.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,35.36
212.5,0.0,100.4,159.5,8.7,1003.5,903.8,3,17.54
250.0,0.0,96.2,194.9,9.5,978.4,825.5,14,33.69
153.1,239.7,0.0,200.0,6.3,1001.9,674.8,28,30.12
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,33.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,4.57
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,27.53
192.0,288.0,0.0,192.0,0.0,972.6,749.1,28,21.18
288.4,121.0,0.0,177.4,0.0,907.9,829.5,28,29.79
145.7,210.7,0.0,185.7,0.0,1076.2,676.2,28,77.3
436.0,151.2,0.0,228.0,0.0,941.6,674.3,28,53.9
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,12.05
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,45.94
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,31.9
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,40.93
159.8,238.2,0.0,192.9,11.8,877.2,943.1,28,19.77
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,9.74
296.0,0.0,0.0,186.0,0.0,1069.0,769.0,28,25.51
295.7,0.0,95.6,185.7,5.5,955.1,755.8,7,41.54
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,59.49
272.8,183.9,0.0,185.7,0.0,931.2,781.2,28,32.72
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,31.88
287.3,121.0,94.6,187.6,9.2,904.4,695.4,7,47.4
194.7,0.0,0.0,165.7,7.5,1006.4,905.9,28,74.17
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.57
475.0,0.0,0.0,181.0,12.0,1065.0,765.0,28,27.22
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,39.23
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,21.75
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,7,28.6
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,23.69
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,48.79
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,33.31
255.0,0.0,0.0,192.0,0.0,1025.0,821.0,360,32.92
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,15.03
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,56.4
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.82
135.0,207.0,152.0,199.0,7.0,847.0,739.0,28,21.97
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,49.9
212.6,0.0,100.4,181.1,5.7,1003.8,903.8,14,21.95
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,19.11
190.3,0.0,125.4,161.9,9.9,998.2,901.8,14,30.96
260.9,110.5,86.1,195.5,5.7,860.0,732.6,28,41.41
333.0,0.0,0.0,192.0,0.0,931.2,833.0,90,41.05
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,29.23
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,38.7
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,180,41.05
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,27.87
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,36.45
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,67.7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,31.38
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,44.28
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,36.3
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,22.84
212.5,0.0,100.4,159.2,7.5,1007.3,903.6,56,74.99
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,36.3
376.0,0.0,0.0,214.6,0.0,1003.5,762.9,28,42.42
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,44.09
159.8,0.0,125.2,183.8,9.9,1049.3,798.9,100,35.34
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,52.82
173.8,129.9,128.5,175.5,7.9,1007.3,692.6,14,9.85
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,7.51
321.0,167.0,116.0,182.0,10.0,870.0,780.0,28,17.34
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,44.28
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,21.5
231.8,0.0,121.6,185.7,6.7,1076.2,759.3,7,25.18
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,56.83
165.0,145.0,0.0,182.0,12.0,1023.0,729.0,28,12.18
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,17.96
182.0,0.0,122.0,170.2,8.2,1059.4,780.7,100,37.68
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,17.84
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,46.93
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,30.28
400.0,0.0,0.0,185.0,0.0,1025.0,745.0,7,23.84
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,34.24
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,41.05
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,40.29
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,66.7
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,71.3
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,59.09
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,7,10.79
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,31.02
251.4,0.0,0.0,195.2,5.8,1026.6,757.6,3,13.12
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,43.25
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,12.64
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,32.72
339.0,0.0,0.0,197.0,0.0,968.0,783.0,365,56.61
261.0,100.0,78.0,201.0,7.0,854.0,655.0,28,52.42
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,10.39
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,17.37
300.0,0.0,0.0,203.0,0.0,974.0,875.0,3,6.81
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,14.31
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,25.56
475.0,0.0,0.0,192.0,0.0,936.2,781.2,7,33.4
305.3,359.4,0.0,185.7,0.0,935.4,631.3,3,10.34
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,33.76
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,40.23
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,26.15
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,18.28
200.0,0.0,0.0,192.0,0.0,965.4,806.2,3,13.2
145.7,111.0,0.0,202.5,8.9,971.8,848.9,56,38.11
157.0,260.0,0.0,214.0,3.0,847.0,783.0,28,41.93
212.1,0.0,121.4,180.3,5.7,1057.6,779.3,14,26.77
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,39.15
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,18.2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,40.15
237.5,237.5,0.0,185.7,0.0,1046.9,674.3,28,45.3
310.0,143.0,111.0,168.0,8.0,914.0,651.0,28,49.99
212.1,45.2,121.6,170.2,5.7,1059.4,780.1,56,53.77
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,52.61
154.8,183.4,0.0,193.3,9.1,1047.8,696.7,7,14.99
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,26.97
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,31.9
158.8,259.7,0.0,185.7,6.4,852.1,655.3,28,29.79
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,35.87
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,3.32
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,11.48
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.06
167.0,50.1,167.0,164.0,7.9,1006.3,780.6,3,12.18
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,54.28
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,36.99
298.0,0.0,107.0,186.0,6.0,879.0,789.0,28,41.68
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,32.4
116.0,0.0,0.0,192.0,0.0,909.8,891.9,7,10.39
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,43.06
236.0,157.0,0.0,192.0,0.0,935.4,784.3,3,10.79
375.0,0.0,0.0,192.0,0.0,1038.0,758.0,28,23.85
382.5,0.0,0.0,185.7,0.0,940.6,664.3,56,53.96
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,45.71
149.0,177.0,0.0,186.0,11.1,884.9,707.9,7,17.37
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,33.06
252.0,0.0,0.0,185.0,0.0,1113.0,784.0,7,14.2
375.0,93.8,0.0,126.6,23.4,852.1,992.6,100,51.72
178.0,13.6,118.3,176.5,4.1,1007.8,746.6,100,43.58
218.2,54.6,123.8,140.8,11.2,1075.7,792.7,56,34.24
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,24.5
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,30.45
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,28.94
326.0,0.0,0.0,178.0,8.6,879.0,821.0,28,40.86
297.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,44.39
266.0,90.0,78.0,199.0,10.0,931.0,762.0,28,69.66
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,68.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,73.7
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,33.8
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,14.31
160.0,188.0,126.0,180.0,9.0,904.0,749.0,28,19.93
446.0,24.0,79.0,196.0,8.0,967.0,712.0,28,55.02
231.8,0.0,121.6,174.0,6.7,1056.4,778.4,28,41.54
350.0,0.0,0.0,203.0,0.0,1074.0,775.0,3,20.42
166.0,42.1,163.8,121.8,11.7,1058.6,780.1,3,35.96
178.0,129.9,118.6,175.5,3.6,1007.3,746.6,100,79.99
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,40.68
325.0,0.0,0.0,186.0,0.0,1063.0,775.0,28,40.87
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,39.45
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,34.74
313.3,262.2,0.0,175.5,0.0,1046.9,611.8,90,65.2
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,28.63
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,40.27
154.8,0.0,142.8,193.3,9.1,1047.4,696.6,28,39.06
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,10.34
313.3,145.0,0.0,178.1,8.2,967.1,689.3,28,74.17
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,55.02
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,43.73
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,43.39
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,12.18
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,180,42.03
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,47.03
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,33.31
540.0,0.0,0.0,162.0,0.0,1060.0,676.0,28,37.42
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,15.52
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,48.79
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,44.21
300.0,0.0,0.0,191.0,0.0,1075.0,795.0,3,13.36
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,28.63
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,9.99
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,21.54
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,11.47
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,39.27
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,30.65
136.0,161.0,127.0,176.0,6.0,923.0,764.0,28,30.22
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,44.64
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,25.02
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,43.8
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,40.27
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,22.32
255.0,0.0,0.0,192.0,0.0,889.8,945.0,180,24.99
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,54.38
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.25
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.5
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,44.28
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.56
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,19.35
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,20.28
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,16.5
277.0,0.0,0.0,191.0,4.0,968.0,856.0,28,56.63
230.0,0.0,118.0,195.0,4.6,1029.0,758.0,28,23.74
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.43
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,27.63
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,29.79
190.7,0.0,125.4,162.1,7.8,1088.1,802.6,56,74.99
139.6,132.4,0.0,192.0,0.0,1047.8,806.9,90,64.02
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,45.71
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,31.72
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,52.61
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,26.94
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,77.3
158.8,238.7,0.0,185.7,0.0,1118.8,789.3,28,32.85
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,49.2
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,4.83
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,64.3
158.8,0.0,0.0,185.7,0.0,1111.6,784.3,28,35.76
251.8,0.0,99.9,146.1,12.2,1006.0,899.8,100,37.34
192.0,288.0,0.0,192.0,0.0,935.4,806.2,90,67.57
290.4,0.0,96.2,192.0,9.4,961.2,865.0,3,19.11
236.0,157.0,0.0,192.0,0.0,889.8,887.1,90,16.89
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,9.69
446.0,24.0,0.0,162.0,11.6,887.0,801.0,28,43.57
424.0,22.0,132.0,178.0,8.9,822.0,750.0,365,43.94
323.7,282.8,0.0,185.7,0.0,941.7,744.2,28,47.71
376.0,106.3,0.0,153.5,16.5,852.1,887.1,7,59.3
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,47.97
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,43.89
362.6,0.0,0.0,192.0,0.0,940.6,839.2,3,14.84
153.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,45.08
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,14.8
295.0,0.0,0.0,185.0,0.0,1069.0,774.0,7,18.28
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,32.11
349.0,0.0,0.0,192.0,0.0,1057.6,806.9,360,51.06
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,33.73
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,55.55
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,14.64
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,39.42
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,47.81
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,64.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,56.34
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,37.26
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,51.04
236.0,157.0,0.0,192.0,0.0,972.6,755.8,28,25.89
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,52.43
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,39.15
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,19.77
159.0,0.0,116.0,175.0,15.0,953.0,720.0,28,26.94
380.0,95.0,0.0,228.0,0.0,932.0,594.0,3,21.75
145.7,172.6,0.0,181.9,3.4,985.8,816.8,7,11.47
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,37.26
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,51.43
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,25.56
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,41.89
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,30.23
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,26.31
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,25.62
154.8,144.7,127.9,181.9,7.0,879.7,683.3,28,17.54
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,56.83
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.46
200.0,133.0,0.0,192.0,0.0,965.4,806.2,180,48.67
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,7.84
310.0,0.0,0.0,185.7,0.0,1069.2,754.3,28,53.46
236.0,0.0,0.0,193.0,0.0,968.0,885.0,90,39.23
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,26.31
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,39.61
439.0,177.0,0.0,186.4,11.2,878.6,707.9,28,63.53
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.07
166.1,0.0,128.5,195.0,12.0,1023.0,790.0,28,21.29
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,39.3
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,26.86
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,9.74
213.7,0.0,174.9,164.9,7.6,1052.3,775.5,56,29.93
178.0,129.8,118.6,179.9,3.6,1007.3,746.6,28,31.64
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,56.34
500.1,0.0,0.0,200.0,0.0,1124.4,613.2,90,44.42
237.5,0.0,0.0,197.0,0.0,968.0,863.0,7,8.2
135.7,203.5,0.0,203.5,0.0,965.4,631.0,90,79.3
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,55.9
491.0,26.0,123.0,199.0,3.9,822.0,799.0,28,46.2
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,17.28
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,22.44
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,64.9
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,26.26
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,22.53
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,35.57
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,41.05
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,30.85
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,365,56.74
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,23.35
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,39.42
236.0,0.0,0.0,194.0,0.0,968.0,885.0,7,17.24
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,58.8
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,16.88
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,59.49
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,55.9
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,39.7
139.8,209.7,0.0,209.7,0.0,1047.0,806.9,7,8.2
382.0,94.0,77.0,201.0,13.9,838.0,741.0,14,41.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,32.72
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,9.62
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,40.86
500.0,0.0,0.0,200.0,7.6,867.0,613.0,28,12.05
200.0,0.0,0.0,182.0,0.0,1000.0,820.0,3,22.53
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,23.85
198.6,132.4,0.0,192.0,0.0,978.4,754.3,28,38.77
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,15.03
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,10.76
393.0,0.0,0.0,192.0,0.0,940.0,801.0,90,54.6
212.0,0.0,100.4,159.0,8.7,1007.3,903.6,3,18.03
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,61.23
153.1,145.0,113.0,178.5,8.0,1001.9,688.2,28,15.82
190.7,0.0,100.5,170.2,7.5,998.0,901.8,3,6.9
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,44.52
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,52.44
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,17.44
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,35.36
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.38
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,33.76
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,6.9
213.7,98.1,24.5,181.7,6.9,1043.6,785.5,56,43.57
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,33.02
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,20.59
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,14.64
313.3,145.0,113.0,178.9,8.0,833.7,611.8,28,41.15
350.0,0.0,0.0,192.0,0.0,974.0,849.0,7,18.91
310.0,117.2,98.8,158.5,14.3,1014.3,830.4,28,56.61
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,59.49
202.5,136.8,103.3,202.5,7.5,973.9,775.5,3,11.48
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,24.66
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,43.58
236.0,0.0,0.0,193.0,0.0,968.0,885.0,14,27.92
251.4,0.0,118.3,188.5,5.8,1056.4,757.7,100,30.08
