city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Jenkintown,PA,19046-3399,40.0864,-75.1037,0.455,455.0,400.0,,15.0,16.0,13.0,,830.0,816.0,0.4657,0.3652,0.065,0.0257,0.4277,23119.0,,15250.0,15250.0,5555.0,4828.0,0.1761,0.4471,,Associate,Associate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private Not-for-profit,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",Other (none of the above),0.79000002145767,0.34000000357627,56582.04,32800.0,31000.0,40400.0,38100.0
Batesville,AR,72503-3350,35.7929,-91.6161,,,,,,,,,,1090.0,0.8468,0.0367,0.0514,0.0083,0.2853,7631.0,,2166.0,3942.0,5691.0,4392.0,0.4706,0.6327,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public 2-year colleges under 4-year universities,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.66000002622604,0.47999998927116,27369.1,24600.0,21300.0,27200.0,23900.0
Decatur,IL,62523-1208,,,,,,,,,,,,21.0,0.8571,0.0476,0.0952,0.0,0.0,,16004.0,,,1283.0,,,0.3947,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
San Diego,CA,92111-4998,32.8049,-117.1691,,,,,,,,,,21314.0,0.3438,0.0678,0.3258,0.1535,0.7054,12796.0,,1142.0,5702.0,3956.0,6109.0,0.3141,0.1864,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Very large 2-year (10,000 or more)",,0.55000001192092,0.34999999403953,23623.76,31300.0,27500.0,39800.0,34900.0
Macon,GA,31210,32.8553,-83.6452,,,,,,,,,,413.0,0.1211,0.8789,0.0,0.0,0.0,,21536.0,,,5703.0,,,0.9715,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.93999999761581,0.70999997854232,15535.75,17400.0,15100.0,17400.0,15000.0
Cocoa,FL,32922,28.3848,-80.7581,,,,,,,,,,12736.0,0.6892,0.1247,0.1058,0.0188,0.5799,10693.0,,2496.0,9739.0,3802.0,6117.0,0.2846,0.3662,0.4493,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Large,Mixed part/full-time two-year,"Very large 2-year (10,000 or more)",,0.68000000715255,0.44999998807907,28651.36,25500.0,22900.0,32700.0,28700.0
Laurinburg,NC,28352,34.7463,-79.4784,0.6448,470.0,490.0,445.0,21.0,20.0,21.0,,964.0,573.0,0.6056,0.1483,0.0122,0.0122,0.0471,38467.0,,23332.0,23332.0,6704.0,5181.0,0.6970000000000001,0.41700000000000004,0.4626,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, higher transfer-in","Very small 4-year, highly residential (less than 1,000)",Presbyterian Church (USA),0.62000000476837,0.11999999731779,76330.63,30100.0,28600.0,40700.0,35800.0
Valdosta,GA,31698,30.8492,-83.2899,0.5522,525.0,510.0,495.0,22.0,22.0,22.0,,1033.0,9634.0,0.5301,0.3567,0.042,0.0099,0.1437,20958.0,,5889.0,16814.0,5873.0,5998.0,0.9671,0.4592,0.4017,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.62000000476837,0.15999999642372,63517.53,31000.0,29300.0,40300.0,38000.0
Louisville,KY,40216,38.1761,-85.8212,,,,,,,,,,528.0,0.6212,0.2254,0.0303,0.0019,0.2027,29666.0,,16860.0,16860.0,6496.0,4588.0,0.3864,0.5324,,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private For-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.77999997138977,0.56000000238418,34603.26,25400.0,23800.0,32800.0,30900.0
Seattle,WA,98109,47.6228,-122.33200000000001,,,,,,,,,,219.0,0.5662,0.0502,0.0228,0.0365,0.41100000000000003,,22802.0,,,4690.0,,,0.56,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.82999998331069,0.77999997138977,39359.17,27900.0,23400.0,30700.0,26800.0
Ventura,CA,93001-2729,34.278,-119.294,,,,,,,,,,186.0,0.32799999999999996,0.0591,0.5538,0.0376,0.0,,13789.0,,,2918.0,,,0.6403,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Galesburg,IL,61401,40.9813,-90.4082,,,,,,,,,,1724.0,0.7819,0.0795,0.0702,0.0087,0.4234,8961.0,,3970.0,6602.0,4668.0,6028.0,0.2979,0.4841,,Associate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.68000000715255,0.44999998807907,28207.57,26400.0,22600.0,31100.0,28800.0
Buffalo,NY,14210-2007,42.8653,-78.8578,,,,,,,,,,89.0,0.573,0.3034,0.0674,0.0225,0.0899,,17055.0,,,3558.0,,,0.594,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.05999999865889,0.82999998331069,29646.62,32300.0,31000.0,34800.0,34000.0
White Plains,NY,10606-1200,41.0337,-73.7844,,,,,,,,,,1083.0,0.1477,0.3712,0.4146,0.0148,0.1247,32487.0,,21015.0,21015.0,6208.0,4946.0,,0.6983,0.3762,Associate,Bachelors,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private For-profit 4-year Primarily Associate's,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.56000000238418,0.40999999642372,38457.83,31300.0,28900.0,42700.0,38700.0
Fort Myers,FL,33907-1108,26.5958,-81.8772,,,,,,,,,,1261.0,0.5979,0.1594,0.1975,0.0111,0.3021,21030.0,,13860.0,13860.0,6174.0,4363.0,0.1802,0.7336,0.3854,Associate,Bachelors,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,"Full-time four-year, inclusive","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.70999997854232,0.51999998092651,31067.7,24000.0,22000.0,31000.0,27400.0
New York,NY,10016-0601,40.7514,-73.9806,,,,,,,,,,193.0,0.2435,0.0,0.0052,0.1813,0.0,,34385.0,,,3491.0,,,0.0313,,Certificate,Certificate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.62999999523162,0.63999998569488,43072.71,40000.0,38800.0,46900.0,38800.0
Lexington,KY,40503,37.9956,-84.52600000000001,,,,,,,,,,424.0,0.6675,0.1934,0.0189,0.0071,0.9151,32554.0,,15495.0,15495.0,2111.0,6639.0,0.1389,0.715,,Bachelors,Graduate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,44200.0,38900.0,56800.0,51700.0
Olean,NY,14760,42.0932,-78.4054,,,,,,,,,,70.0,0.9857,0.0143,0.0,0.0,1.0,,,,,10011.0,,,0.9231,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.95999997854232,0.68999999761581,31619.88,25200.0,24500.0,26300.0,25400.0
Kerrville,TX,78028-4453,30.0549,-99.15,,,,,,,,,,51.0,0.6078,0.0,0.3922,0.0,0.3725,,9901.0,,,3747.0,,,0.4706,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.9200000166893,0.44999998807907,13797.53,,,,
Tupelo,MS,38801-2635,34.2561,-88.7421,,,,,,,,,,51.0,0.6471,0.3529,0.0,0.0,0.0,,19232.0,,,2871.0,,,0.8154,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.98000001907348,0.56999999284744,14163.01,16300.0,15900.0,16600.0,17300.0
Sweetwater,TX,79556,32.4627,-100.4749,,,,,,,,,,930.0,0.6591,0.0452,0.2688,0.0065,0.5054,19141.0,,5148.0,10800.0,9347.0,3685.0,0.7474,0.6123,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Small,Higher part-time two-year,"Small 2-year (500 to 1,999)",,0.47999998927116,0.47999998927116,29110.93,31300.0,26500.0,34100.0,30500.0
Pompano Beach,FL,33060-9238,26.2111,-80.1219,,,,,,,,,,6.0,0.0,1.0,0.0,0.0,0.0,,,,,3336.0,,,0.2436,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,,,,
Mitchell,SD,57301-4398,43.696000000000005,-98.0306,0.7023,490.0,500.0,,23.0,21.0,22.0,,1058.0,754.0,0.8873,0.0212,0.0398,0.0027,0.0743,31596.0,,22700.0,22700.0,5538.0,5452.0,0.4286,0.4182,0.4221,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, inclusive","Very small 4-year, highly residential (less than 1,000)",United Methodist,0.55000001192092,0.20000000298023,52706.51,31900.0,30800.0,38000.0,34100.0
Rock Hill,SC,29730,34.9231,-81.028,,,,,,,,,,17.0,0.1176,0.8824,0.0,0.0,0.6471,,13360.0,,,2032.0,,,0.9552,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.62000000476837,0.62000000476837,12361.2,,,,
Inverness,FL,34450-4696,28.8349,-82.3456,,,,,,,,,,288.0,0.8993,0.0278,0.0556,0.0069,0.0,,10683.0,,,7554.0,,,0.4772,,Certificate,Certificate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.56000000238418,0.62999999523162,15796.22,20700.0,18700.0,27800.0,26200.0
Sterling Heights,MI,48313,42.593999999999994,-83.0286,,,,,,,,,,237.0,0.5738,0.3122,0.0042,0.0,0.2658,,18308.0,,,4008.0,,,0.3939,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,23700.0,19500.0,23600.0,16900.0
Arecibo,PR,00614-4045,18.445999999999998,-66.6791,0.2466,,,,,,,,,594.0,0.0051,0.0,0.8939,0.0,0.0758,9395.0,,4738.0,4738.0,8718.0,3612.0,0.439,0.8122,0.1923,Bachelors,Graduate,Private nonprofit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, inclusive","Very small 4-year, primarily nonresidential (less than 1,000,)",Roman Catholic,0.62000000476837,0.15999999642372,19995.17,15900.0,13800.0,21500.0,18600.0
Summit,MS,39666-0000,31.2962,-90.4428,,,,,,,,,,1933.0,0.5577,0.418,0.0031,0.0072,0.0864,10568.0,,2400.0,5100.0,6199.0,6471.0,1.0,0.6351,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Small,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.64999997615814,0.31999999284744,18465.92,24500.0,18900.0,31200.0,25600.0
Alva,OK,73717-2799,36.7963,-98.6676,0.598,,,,20.0,19.0,20.0,,930.0,2005.0,0.6673,0.0693,0.0668,0.0065,0.2439,13065.0,,5642.0,11764.0,6634.0,5246.0,1.0,0.4177,0.314,Bachelors,Graduate,Public,"Southwest (AZ, NM, OK, TX)",COED,Master's Colleges and Universities (smaller programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Small 4-year, primarily residential (1,000 to 2,999)",,0.60000002384185,0.28000000119209,42897.39,30400.0,28300.0,43600.0,36100.0
Lubbock,TX,79410,33.5634,-101.8766,,,,,,,,,,49.0,0.0816,0.1633,0.7551,0.0,0.0,,16419.0,,,1849.0,,,0.8193,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.33000001311302,0.58999997377395,12757.12,,,,
Wayne,NE,68787,42.2416,-97.0142,,,,,,,,,,2900.0,0.7993,0.0272,0.069,0.0041,0.0576,15002.0,,5574.0,9774.0,6074.0,7206.0,0.5733,0.3967,0.4557,Bachelors,Graduate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Medium 4-year, primarily residential (3,000 to 9,999)",,0.56000000238418,0.09000000357627,61864.66,30700.0,29100.0,39000.0,36400.0
Las Vegas,NV,89102,36.1456,-115.1713,,,,,,,,,,289.0,0.1661,0.1592,0.2215,0.045,0.0,25370.0,,12178.0,12178.0,896.0,,,0.7167,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,0.80000001192092,0.47999998927116,28644.37,22900.0,21900.0,28700.0,27700.0
Springfield,MA,1103,42.1037,-72.5915,,,,,,,,,,38.0,0.1579,0.3947,0.4211,0.0263,0.2105,,19426.0,,,6038.0,,,0.6939,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,0.97000002861022,0.44999998807907,9459.6,,,,
Atchison,KS,66002-1499,39.573,-95.1114,0.6057,585.0,558.0,,25.0,26.0,24.0,,1145.0,1750.0,0.8023,0.0343,0.06,0.0109,0.0126,36805.0,,23900.0,23900.0,5931.0,6165.0,0.6335,0.21,0.5922,Bachelors,Graduate,Private nonprofit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",Roman Catholic,0.47999998927116,0.02999999932944,89380.43,30800.0,28900.0,44800.0,37800.0
Tsaile,AZ,86556,36.3276,-109.2947,,,,,,,,,,1402.0,0.0036,0.0,0.0007,0.0029,0.3552,11396.0,,805.0,805.0,7478.0,5200.0,1.0,0.8223,0.0205,Associate,Bachelors,Public,"Southwest (AZ, NM, OK, TX)",COED,Tribal Colleges,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.6700000166893,0.43000000715255,19224.02,18900.0,17300.0,24800.0,22500.0
Melbourne,FL,32935,28.1458,-80.6357,,,,,,,,,,492.0,0.5122,0.311,0.1118,0.0081,0.2541,29195.0,,14436.0,14436.0,4962.0,2811.0,,0.821,0.3581,Certificate,Graduate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,Higher part-time four-year,"Very small 4-year, primarily nonresidential (less than 1,000,)",,0.75,0.6700000166893,25893.06,23500.0,20500.0,28200.0,25300.0
Fresno,CA,93741,36.7675,-119.7951,,,,,,,,,,18888.0,0.2394,0.0624,0.4953,0.1512,0.6123,10821.0,,1142.0,6782.0,3918.0,8390.0,0.3797,0.3821,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Very large 2-year (10,000 or more)",,0.56999999284744,0.30000001192092,18762.64,23600.0,19400.0,30800.0,26000.0
Bayamon,PR,961,18.4013,-66.1557,,,,,,,,,,55.0,0.0,0.0,1.0,0.0,0.0,,6262.0,,,4945.0,,,1.0,,Certificate,Certificate,Private for-profit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,,,,,0.87999999523162,0.73000001907348,5949.92,15300.0,14900.0,,
St. Louis,MO,63126,38.5938,-90.5245,,,,,,,,,,134.0,0.7090000000000001,0.29100000000000004,0.0,0.0,0.2687,,15637.0,,,4017.0,,,0.5952,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,0.94999998807907,0.37999999523162,46906.24,19300.0,18300.0,,
Norton Shores,MI,49441,43.1758,-86.2199,,,,,,,,,,44.0,0.4318,0.5,0.0227,0.0,0.1591,,11355.0,,,2457.0,,,0.7403,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,,,,,,,
Amherst,MA,01002-5000,42.3725,-72.5185,0.1428,715.0,725.0,715.0,32.0,33.0,32.0,,1434.0,1785.0,0.4174,0.1165,0.1283,0.1255,0.0,59060.0,,46574.0,46574.0,23275.0,11690.0,0.9149,0.1998,0.9578,Bachelors,Bachelors,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.50999999046325,0.0,107166.93,48900.0,36200.0,88400.0,56800.0
Atoka,OK,74525-0240,34.3954,-96.15299999999999,,,,,,,,,,26.0,0.9615,0.0,0.0,0.0,0.3462,,8248.0,,,9604.0,,,0.2769,,Certificate,Certificate,Public,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.69999998807907,0.62000000476837,14773.61,22900.0,19100.0,25300.0,22100.0
Miami,FL,33193,25.6782,-80.4558,,,,,,,,,,126.0,0.0397,0.0714,0.8413,0.0,0.0,22094.0,,17870.0,17870.0,2027.0,3723.0,0.5385,1.0,0.7262,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.52999997138977,0.76999998092651,11496.24,21300.0,17600.0,26500.0,23100.0
Honolulu,HI,96819-2228,21.3269,-157.8883,0.9767,,,,,,,,,126.0,0.2143,0.0159,0.1111,0.1905,0.3571,18314.0,,8760.0,8760.0,2911.0,3417.0,,0.4472,0.2414,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,Other Protestant,,,,24100.0,22100.0,24900.0,23200.0
Manati,PR,00674-1082,18.4341,-66.4787,,,,,,,,,,998.0,0.0,0.0,1.0,0.0,0.0842,15218.0,,5521.0,5521.0,2769.0,2552.0,0.23600000000000002,0.8448,0.2218,Bachelors,Graduate,Private nonprofit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, inclusive","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.54000002145767,0.31999999284744,15190.15,19500.0,17000.0,23300.0,20300.0
Fort Smith,AR,72913-3649,35.3853,-94.3741,0.5736,445.0,525.0,470.0,22.0,22.0,22.0,,1028.0,6508.0,0.7409,0.0458,0.0748,0.0444,0.2183,14335.0,,4528.0,10072.0,5165.0,6658.0,0.5407,0.5053,0.2291,Bachelors,Bachelors,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, selective, lower transfer-in","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.62999999523162,0.36000001430511,34268.8,27200.0,23800.0,33100.0,29900.0
Jeffersonville,IN,47130,38.3109,-85.7443,,,,,,,,,,63.0,0.8889,0.1111,0.0,0.0,0.0,12303.0,,10550.0,10550.0,3656.0,3575.0,,0.7903,0.8,Associate,Bachelors,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Special Focus Institutions--Other special-focus institutions,,,,0.56000000238418,0.54000002145767,40390.12,28800.0,27000.0,33900.0,35400.0
Fitchburg,MA,01420-2697,42.5893,-71.7894,0.7211,490.0,500.0,480.0,20.0,,,,987.0,4148.0,0.7635,0.055,0.0875,0.0188,0.177,17686.0,,8985.0,15065.0,7938.0,8371.0,0.5562,0.3416,0.5029,Bachelors,Graduate,Public,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, higher transfer-in","Medium 4-year, primarily residential (3,000 to 9,999)",,0.56000000238418,0.11999999731779,75368.32,34100.0,32900.0,45700.0,42100.0
Easton,MA,02357-6110,42.0614,-71.0781,0.7091,560.0,570.0,565.0,25.0,,,,1133.0,2473.0,0.8492,0.0344,0.0388,0.0198,0.0061,50677.0,,36160.0,36160.0,12896.0,8602.0,0.6643,0.1441,0.8483,Bachelors,Bachelors,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, more selective, lower transfer-in","Small 4-year, highly residential (1,000 to 2,999)",Roman Catholic,0.60000002384185,0.00999999977648,123576.33,43400.0,42700.0,64400.0,58800.0
Orangeburg,SC,29118-8299,33.5449,-80.8293,,,,,,,,,,2399.0,0.3822,0.5632,0.0079,0.0042,0.4848,12312.0,,3805.0,6493.0,5430.0,4830.0,0.5287,0.6089,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.72000002861022,0.40000000596046,26198.17,24600.0,20500.0,26800.0,23700.0
Hobbs,NM,88240,32.7576,-103.1825,,,,,,,,,,1500.0,0.3553,0.086,0.506,0.0067,0.4147,11954.0,,1248.0,1896.0,5181.0,5788.0,1.0,0.1923,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Small 2-year (500 to 1,999)",,0.62000000476837,0.31000000238418,26856.81,31000.0,24000.0,35400.0,28100.0
Arnold,MO,63010,38.4471,-90.3678,,,,,,,,,,50.0,0.92,0.04,0.04,0.0,0.16,15626.0,,10325.0,10325.0,3659.0,2555.0,,0.8772,,Associate,Associate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,18000.0,17700.0,21900.0,21500.0
Atlanta,GA,30310-4498,33.7089,-84.4047,,,,,,,,,,2950.0,0.0186,0.9183,0.0173,0.0064,0.4478,15545.0,,3006.0,8788.0,3696.0,4197.0,0.5517,0.7113,0.0871,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Urban-serving Single Campus,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.66000002622604,0.38999998569488,26664.56,23000.0,20400.0,29200.0,26700.0
Austin,TX,78752,30.3438,-97.7117,,,,,,,,,,28.0,0.3929,0.5,0.0714,0.0,0.9286,,,,,14624.0,5654.0,,0.6316,,Bachelors,Graduate,Private nonprofit,"Southwest (AZ, NM, OK, TX)",COED,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,Churches of Christ,0.28000000119209,0.77999997138977,37495.78,,,,
Baton Rouge,LA,70816-2246,30.4255,-91.0538,,,,,,,,,,226.0,0.4646,0.5177,0.0133,0.0044,0.0,,16331.0,,,5860.0,,,0.3683,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.94999998807907,0.20000000298023,59057.15,22300.0,19100.0,21900.0,17300.0
Miles City,MT,59301-4774,46.4046,-105.8266,,,,,,,,,,351.0,0.8718,0.0142,0.0199,0.0171,0.3048,10878.0,,3810.0,7680.0,6948.0,3565.0,1.0,0.4376,,Associate,Associate,Public,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,Associate's--Public Rural-serving Small,Medium full-time two-year,Very small 2-year (less than 500),,0.63999998569488,0.33000001311302,40784.29,31700.0,29100.0,33300.0,27200.0
Monterey,CA,93940-4799,36.5908,-121.8858,,,,,,,,,,8781.0,0.4654,0.0435,0.3092,0.0843,0.7378,12092.0,,1170.0,5466.0,5194.0,8022.0,0.2779,0.1298,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Rural-serving Large,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.62000000476837,0.47999998927116,20074.62,29500.0,24600.0,39800.0,34100.0
Guaynabo,PR,970,18.3574,-66.1117,,,,,,,,,,1365.0,0.0,0.0,1.0,0.0,0.2564,7695.0,,7395.0,7395.0,2550.0,3000.0,0.8679,0.8718,0.3891,Bachelors,Graduate,Private nonprofit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,Baccalaureate Colleges--Diverse Fields,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Small 4-year, primarily nonresidential (1,000 to 2,999)",,0.28000000119209,0.25,23352.8,17900.0,15500.0,21100.0,18600.0
Ventura,CA,93003-3872,34.277,-119.2307,,,,,,,,,,11784.0,0.316,0.0281,0.5541,0.0495,0.6316,8895.0,,1388.0,7050.0,3145.0,7987.0,0.3235,0.2862,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Large 2-year ( 5000 to 9,999)",,0.63999998569488,0.36000001430511,23886.53,29900.0,25500.0,35900.0,30900.0
Danville,VA,24541,36.5782,-79.4054,,,,,,,,,,23.0,0.9129999999999999,0.087,0.0,0.0,0.0,,,,,17016.0,,,0.5,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.93000000715255,0.56000000238418,44701.82,42800.0,44900.0,53300.0,53300.0
Denmark,SC,29042,33.3134,-81.1236,,,,,,,,,,1804.0,0.0222,0.9723,0.0028,0.0006,0.2206,11709.0,,2662.0,5014.0,2364.0,4346.0,0.7551,0.7979999999999999,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Small,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.52999997138977,0.23999999463558,18368.07,15100.0,12700.0,20900.0,16800.0
Sylmar,CA,91342-3200,34.3149,-118.4191,,,,,,,,,,7931.0,0.115,0.0316,0.7440000000000001,0.0547,0.7613,13281.0,,1221.0,6161.0,4630.0,6048.0,0.2684,0.3372,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Large 2-year ( 5000 to 9,999)",,0.68999999761581,0.43999999761581,21818.78,26800.0,23700.0,32700.0,28900.0
El Paso,TX,79925-0000,31.761,-106.3549,,,,,,,,,,128.0,0.0781,0.0078,0.2578,0.0,0.2422,,23915.0,,,7130.0,,,0.8182,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,,,,20600.0,19400.0,22400.0,19600.0
