checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
b'no checking',9.0,b'existing paid',b'furniture/equipment',1388.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',9.0,b'existing paid',b'furniture/equipment',1980.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'co applicant',2.0,b'car',19.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'furniture/equipment',2577.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',1.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'other',6314.0,b'<100',b'unemployed',4.0,b'male single',b'co applicant',2.0,b'no known property',27.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'new car',2080.0,b'500<=X<1000',b'1<=X<4',1.0,b'male mar/wid',b'none',2.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'existing paid',b'furniture/equipment',2039.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',20.0,b'bank',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',15.0,b'existing paid',b'domestic appliance',874.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',6.0,b'critical/other existing credit',b'radio/tv',1957.0,b'<100',b'4<=X<7',1.0,b'female div/dep/mar',b'none',4.0,b'car',31.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',10.0,b'existing paid',b'new car',7308.0,b'<100',b'unemployed',2.0,b'male single',b'none',4.0,b'no known property',70.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'>=200',24.0,b'existing paid',b'furniture/equipment',1925.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'new car',1355.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'education',795.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',53.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'>=200',30.0,b'critical/other existing credit',b'radio/tv',3017.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',47.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',48.0,b'all paid',b'business',7685.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'guarantor',4.0,b'car',37.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',12.0,b'critical/other existing credit',b'business',2292.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'car',42.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',36.0,b'existing paid',b'education',1977.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',40.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',36.0,b'critical/other existing credit',b'new car',7855.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',25.0,b'stores',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'new car',2775.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',31.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',21.0,b'delayed previously',b'new car',2353.0,b'<100',b'1<=X<4',1.0,b'male div/sep',b'none',4.0,b'life insurance',47.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',18.0,b'existing paid',b'new car',1820.0,b'<100',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'life insurance',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'used car',2445.0,b'no known savings',b'<1',2.0,b'male mar/wid',b'none',4.0,b'car',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'radio/tv',1680.0,b'500<=X<1000',b'>=7',3.0,b'male mar/wid',b'none',1.0,b'real estate',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'delayed previously',b'education',8471.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'car',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',26.0,b'existing paid',b'used car',7966.0,b'<100',b'<1',2.0,b'male single',b'none',3.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'used car',3386.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',35.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'>=200',12.0,b'critical/other existing credit',b'new car',939.0,b'500<=X<1000',b'4<=X<7',4.0,b'male mar/wid',b'none',2.0,b'real estate',28.0,b'none',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',797.0,b'no known savings',b'>=7',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',33.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'furniture/equipment',1747.0,b'<100',b'<1',4.0,b'male single',b'co applicant',1.0,b'life insurance',24.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
b'<0',12.0,b'no credits/all paid',b'repairs',1108.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'real estate',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',13.0,b'existing paid',b'radio/tv',2101.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'guarantor',4.0,b'life insurance',23.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'existing paid',b'used car',6579.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'no known property',29.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',48.0,b'delayed previously',b'radio/tv',12749.0,b'500<=X<1000',b'4<=X<7',4.0,b'male single',b'none',1.0,b'car',37.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',522.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',42.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'<0',24.0,b'all paid',b'furniture/equipment',2828.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',22.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'new car',2718.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',20.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
b'>=200',10.0,b'existing paid',b'new car',1240.0,b'100<=X<500',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',48.0,b'none',b'for free',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'0<=X<200',12.0,b'existing paid',b'new car',1318.0,b'>=1000',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',54.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',48.0,b'existing paid',b'business',4308.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'furniture/equipment',2578.0,b'<100',b'unemployed',3.0,b'female div/dep/mar',b'none',4.0,b'no known property',55.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'radio/tv',1311.0,b'100<=X<500',b'4<=X<7',4.0,b'male mar/wid',b'none',3.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',30.0,b'critical/other existing credit',b'used car',6187.0,b'100<=X<500',b'4<=X<7',1.0,b'male mar/wid',b'none',4.0,b'car',24.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'delayed previously',b'repairs',6204.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',4.0,b'real estate',44.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
b'0<=X<200',6.0,b'existing paid',b'radio/tv',1068.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',28.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
b'0<=X<200',11.0,b'existing paid',b'furniture/equipment',1577.0,b'>=1000',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',1585.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',40.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'all paid',b'radio/tv',1940.0,b'<100',b'<1',3.0,b'male single',b'co applicant',4.0,b'no known property',36.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'no credits/all paid',b'business',4241.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',3.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
b'>=200',6.0,b'critical/other existing credit',b'new car',1299.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',1.0,b'real estate',74.0,b'none',b'own',3.0,b'unemp/unskilled non res',2.0,b'none',b'no',b'good'
b'no checking',24.0,b'existing paid',b'new car',1469.0,b'100<=X<500',b'>=7',4.0,b'male mar/wid',b'none',4.0,b'real estate',41.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',28.0,b'critical/other existing credit',b'radio/tv',2743.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'car',29.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',1963.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'critical/other existing credit',b'furniture/equipment',5096.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',3.0,b'car',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'new car',2579.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',33.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'no checking',36.0,b'delayed previously',b'furniture/equipment',7678.0,b'500<=X<1000',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'car',40.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',30.0,b'critical/other existing credit',b'new car',2181.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'existing paid',b'education',1538.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'no known property',56.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',6.0,b'critical/other existing credit',b'radio/tv',338.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'car',52.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',39.0,b'delayed previously',b'education',11760.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',3.0,b'no known property',32.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'critical/other existing credit',b'furniture/equipment',4736.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'>=200',24.0,b'existing paid',b'furniture/equipment',2892.0,b'<100',b'>=7',3.0,b'male div/sep',b'none',4.0,b'no known property',51.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1740.0,b'<100',b'>=7',2.0,b'male mar/wid',b'none',2.0,b'real estate',30.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',36.0,b'delayed previously',b'business',9857.0,b'100<=X<500',b'4<=X<7',1.0,b'male single',b'none',3.0,b'life insurance',31.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
b'>=200',12.0,b'existing paid',b'new car',1330.0,b'<100',b'<1',4.0,b'male single',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',30.0,b'critical/other existing credit',b'radio/tv',3656.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',49.0,b'stores',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',18.0,b'existing paid',b'new car',976.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'all paid',b'radio/tv',2149.0,b'<100',b'1<=X<4',4.0,b'male div/sep',b'none',1.0,b'no known property',29.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',48.0,b'existing paid',b'new car',7763.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',42.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'bad'
b'<0',6.0,b'critical/other existing credit',b'furniture/equipment',3384.0,b'<100',b'1<=X<4',1.0,b'male div/sep',b'none',4.0,b'real estate',44.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'radio/tv',1282.0,b'100<=X<500',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',32.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'new car',1028.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',3.0,b'real estate',36.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',24.0,b'existing paid',b'new car',1393.0,b'<100',b'1<=X<4',2.0,b'male single',b'guarantor',2.0,b'real estate',31.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'radio/tv',707.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',30.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',21.0,b'critical/other existing credit',b'new car',571.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',65.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'existing paid',b'used car',8229.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'<0',10.0,b'critical/other existing credit',b'new car',2241.0,b'<100',b'<1',1.0,b'male single',b'none',3.0,b'real estate',48.0,b'none',b'rent',2.0,b'unskilled resident',2.0,b'none',b'no',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',2331.0,b'no known savings',b'>=7',1.0,b'male single',b'co applicant',4.0,b'real estate',49.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',30.0,b'all paid',b'furniture/equipment',3496.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',34.0,b'stores',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'delayed previously',b'business',2169.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',24.0,b'critical/other existing credit',b'education',5743.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',24.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'other',11328.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',3.0,b'car',29.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',6.0,b'all paid',b'radio/tv',1750.0,b'500<=X<1000',b'>=7',2.0,b'male single',b'none',4.0,b'life insurance',45.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'existing paid',b'radio/tv',5084.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'retraining',902.0,b'<100',b'4<=X<7',4.0,b'male mar/wid',b'none',4.0,b'life insurance',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'radio/tv',3660.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',24.0,b'critical/other existing credit',b'furniture/equipment',3617.0,b'no known savings',b'>=7',4.0,b'male single',b'co applicant',4.0,b'no known property',20.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'all paid',b'furniture/equipment',3552.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'car',27.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',36.0,b'existing paid',b'education',1819.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',37.0,b'stores',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',48.0,b'existing paid',b'business',3914.0,b'no known savings',b'1<=X<4',4.0,b'male div/sep',b'none',2.0,b'real estate',38.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',24.0,b'critical/other existing credit',b'new car',3878.0,b'100<=X<500',b'<1',4.0,b'male div/sep',b'none',2.0,b'car',37.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'existing paid',b'furniture/equipment',3422.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',47.0,b'bank',b'own',3.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'<0',9.0,b'existing paid',b'furniture/equipment',2136.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'critical/other existing credit',b'used car',7758.0,b'>=1000',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',29.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'critical/other existing credit',b'used car',1526.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',66.0,b'none',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'0<=X<200',24.0,b'delayed previously',b'radio/tv',6403.0,b'<100',b'<1',1.0,b'male single',b'none',2.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'existing paid',b'new car',1842.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'car',34.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'radio/tv',674.0,b'100<=X<500',b'4<=X<7',4.0,b'male mar/wid',b'none',1.0,b'life insurance',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1402.0,b'500<=X<1000',b'4<=X<7',3.0,b'female div/dep/mar',b'none',4.0,b'car',37.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',6.0,b'existing paid',b'new car',14555.0,b'no known savings',b'unemployed',1.0,b'male single',b'none',2.0,b'life insurance',23.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'existing paid',b'new car',3757.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'co applicant',4.0,b'no known property',62.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',10.0,b'critical/other existing credit',b'furniture/equipment',2132.0,b'no known savings',b'<1',2.0,b'female div/dep/mar',b'co applicant',3.0,b'real estate',27.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'no',b'good'
b'no checking',4.0,b'critical/other existing credit',b'new car',1455.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'real estate',42.0,b'none',b'own',3.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'>=200',15.0,b'existing paid',b'business',2687.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',4.0,b'life insurance',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',21.0,b'critical/other existing credit',b'new car',1602.0,b'<100',b'>=7',4.0,b'male mar/wid',b'none',3.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',24.0,b'delayed previously',b'new car',1965.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',42.0,b'none',b'rent',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'radio/tv',701.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'real estate',40.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',42.0,b'existing paid',b'radio/tv',7174.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'car',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'no checking',6.0,b'existing paid',b'retraining',1238.0,b'no known savings',b'unemployed',4.0,b'male single',b'none',4.0,b'life insurance',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'<0',6.0,b'critical/other existing credit',b'new car',4716.0,b'no known savings',b'<1',1.0,b'male single',b'none',3.0,b'real estate',44.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
b'no checking',36.0,b'critical/other existing credit',b'radio/tv',9566.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'car',31.0,b'stores',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'no checking',27.0,b'critical/other existing credit',b'furniture/equipment',4526.0,b'>=1000',b'<1',4.0,b'male single',b'none',2.0,b'real estate',32.0,b'stores',b'own',2.0,b'unskilled resident',2.0,b'yes',b'yes',b'good'
b'0<=X<200',30.0,b'existing paid',b'radio/tv',2991.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'existing paid',b'furniture/equipment',3001.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',40.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',14.0,b'existing paid',b'new car',8978.0,b'<100',b'>=7',1.0,b'male div/sep',b'none',4.0,b'life insurance',45.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'no',b'bad'
b'no checking',36.0,b'existing paid',b'radio/tv',2299.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'car',39.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',9.0,b'critical/other existing credit',b'education',1136.0,b'>=1000',b'>=7',4.0,b'male single',b'none',3.0,b'no known property',32.0,b'none',b'for free',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
b'0<=X<200',9.0,b'critical/other existing credit',b'education',1501.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',3.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',45.0,b'critical/other existing credit',b'used car',4576.0,b'100<=X<500',b'unemployed',3.0,b'male single',b'none',4.0,b'car',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',15.0,b'existing paid',b'radio/tv',2327.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',3.0,b'real estate',25.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',24.0,b'existing paid',b'used car',11560.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'car',23.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'bad'
b'no checking',12.0,b'critical/other existing credit',b'education',2748.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',57.0,b'bank',b'for free',3.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'education',719.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',41.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'no checking',30.0,b'critical/other existing credit',b'radio/tv',4530.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',4.0,b'car',26.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
