CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
333.0,116.0,0.0,192.0,0.0,931.2,842.6,90,24.5
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,54.9
158.0,236.0,138.0,179.0,6.0,1002.0,689.0,28,39.46
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,31.88
167.0,0.0,167.0,164.0,7.9,1007.3,770.1,100,40.86
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,50.95
295.8,0.0,0.0,192.0,0.0,955.1,749.1,28,46.93
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,66.82
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,66.1
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,51.33
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,37.23
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,7.4
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,11.47
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,10.03
286.3,0.0,0.0,144.7,0.0,1002.0,803.7,28,46.2
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,43.89
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,14.59
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,38.46
376.0,106.3,0.0,153.5,16.5,852.1,887.1,7,59.3
475.0,118.8,0.0,181.1,8.5,852.1,781.5,28,42.55
255.0,0.0,0.0,192.0,0.0,932.0,808.0,90,41.37
173.5,50.1,173.5,164.8,6.5,1006.3,793.5,14,15.57
446.0,24.0,79.0,159.0,11.6,967.0,712.0,28,37.42
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,24.4
446.0,0.0,79.0,162.0,11.6,967.0,712.0,14,25.46
255.0,0.0,0.0,192.0,0.0,946.8,856.8,7,22.84
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.69
145.9,0.0,182.0,181.9,15.9,884.9,884.9,28,54.38
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,46.2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,21.18
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,40.39
339.0,0.0,0.0,186.0,0.0,1069.0,759.0,3,21.91
298.0,0.0,107.0,196.0,6.0,860.0,790.0,28,29.41
203.0,135.0,0.0,185.0,0.0,1076.0,759.0,28,35.86
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,24.45
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,24.34
194.7,0.0,100.5,170.2,7.5,998.0,847.0,56,60.29
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,46.39
424.0,22.0,132.0,168.0,8.9,882.0,750.0,56,58.8
166.8,0.0,125.2,143.3,12.1,987.8,889.0,28,44.39
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,57.22
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.04
305.3,166.8,0.0,203.5,0.0,965.4,692.6,3,23.51
193.5,290.2,0.0,185.7,0.0,998.2,704.3,90,48.15
277.1,0.0,97.4,160.6,9.9,953.4,859.2,14,40.93
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,53.46
356.0,0.0,0.0,191.0,0.0,977.0,789.0,28,25.18
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,52.42
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,14.5
236.0,157.0,0.0,192.0,0.0,935.4,781.2,90,47.4
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,39.06
298.0,0.0,107.0,186.0,6.0,879.0,789.0,28,41.68
218.2,0.0,123.8,140.8,11.9,1075.7,792.7,100,15.34
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,54.9
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,46.39
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,43.25
122.6,183.9,0.0,203.5,0.0,959.2,800.1,90,40.71
295.8,0.0,0.0,185.7,0.0,1069.2,769.3,7,21.48
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,41.84
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,20.59
236.0,0.0,0.0,192.0,0.0,940.0,765.0,3,24.89
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,35.3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,28,10.54
260.0,101.0,78.0,171.0,5.0,936.0,763.0,28,44.28
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,59.76
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.56
239.6,359.4,0.0,201.9,6.4,842.6,655.3,28,28.99
153.0,237.0,0.0,200.0,12.0,1002.0,683.0,28,36.8
141.3,212.0,0.0,203.5,0.0,973.4,750.0,7,8.06
172.4,13.6,172.4,156.8,3.4,1007.3,856.4,56,61.86
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,39.3
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,13.2
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,25.48
288.0,0.0,0.0,192.0,0.0,932.0,817.0,3,41.3
382.5,0.0,0.0,185.7,0.0,1040.6,734.3,28,55.64
288.0,192.0,0.0,192.0,0.0,929.8,717.8,90,50.7
298.1,0.0,107.0,186.4,6.0,879.0,815.2,28,31.65
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,21.75
446.0,24.0,0.0,162.0,11.6,967.0,712.0,28,71.3
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,16.5
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,33.7
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,21.92
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,13.36
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,44.28
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,43.57
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,46.23
500.1,0.0,0.0,180.3,0.0,1000.0,828.5,28,33.01
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,24.9
276.0,116.0,90.0,180.0,9.0,870.0,780.0,28,19.93
339.0,0.0,0.0,197.0,0.0,968.0,783.0,56,80.2
289.0,0.0,0.0,192.0,0.0,913.2,895.3,180,44.61
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,40.06
313.3,262.2,0.0,179.8,8.6,1046.9,611.8,28,47.03
236.0,157.0,0.0,228.0,0.0,938.2,749.1,365,45.7
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.82
212.1,0.0,124.8,158.1,7.8,1065.8,799.5,14,35.23
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,4.9
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,66.0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,6.28
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,20.87
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,29.55
133.0,175.0,0.0,182.0,8.0,965.0,674.0,28,27.63
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,41.3
133.0,209.4,0.0,192.0,0.0,883.0,863.0,28,44.21
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,43.25
238.1,0.0,94.6,197.9,4.6,949.9,847.0,14,28.94
145.7,210.7,0.0,185.7,0.0,1076.2,676.2,28,77.3
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,33.42
252.3,0.0,98.8,146.3,24.5,987.8,889.0,28,17.96
362.6,189.0,0.0,145.9,7.0,977.0,689.3,56,61.89
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,35.23
375.0,0.0,0.0,186.0,8.9,1056.0,769.0,28,60.29
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,44.13
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,33.7
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,29.23
158.8,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,46.25
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,40.2
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,29.45
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,76.24
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,27.34
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,56.74
500.0,0.0,0.0,200.0,3.0,1125.0,613.0,28,36.35
153.8,144.7,113.2,178.9,8.0,824.0,869.1,28,10.76
326.0,0.0,141.0,199.0,11.0,801.0,792.0,28,16.88
198.6,132.4,0.0,192.0,0.0,978.4,825.5,270,55.5
339.0,0.0,0.0,197.0,0.0,968.0,783.0,14,28.24
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,63.14
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,55.9
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,45.85
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,46.9
296.0,184.0,0.0,193.0,0.0,986.0,817.0,28,29.98
133.0,200.0,0.0,192.0,0.0,879.8,716.1,28,32.96
382.6,236.0,0.0,192.0,5.9,941.6,785.6,90,43.57
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,39.15
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,26.92
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,22.93
374.0,189.2,0.0,170.1,11.6,926.1,756.7,56,46.8
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,48.79
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,9.01
313.0,0.0,0.0,178.0,8.0,1002.0,689.0,28,37.92
310.0,0.0,0.0,192.0,0.0,1025.0,820.0,90,36.3
385.0,20.0,94.0,157.0,14.3,938.0,845.0,28,59.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,52.2
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,23.74
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,59.49
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,33.69
165.0,128.5,143.6,163.8,0.0,1005.6,905.9,3,12.18
525.0,153.0,0.0,189.0,0.0,1125.0,613.0,3,23.84
194.7,0.0,0.0,170.6,7.5,998.0,901.8,100,66.1
389.9,189.0,94.6,145.9,22.0,944.7,755.8,91,46.25
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,26.97
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,69.3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,79.4
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,44.28
425.0,116.0,0.0,153.5,16.5,852.1,887.1,7,55.65
200.0,133.0,0.0,195.0,0.0,965.4,806.2,28,19.69
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,58.52
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.74
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,33.31
387.0,20.0,94.0,157.0,13.9,838.0,845.0,56,59.8
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,90,37.8
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,35.75
261.0,100.0,78.0,201.0,7.0,854.0,655.0,28,52.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,42.29
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,54.1
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,43.94
238.2,0.0,94.1,186.7,7.0,949.9,847.0,28,28.99
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,35.75
251.4,0.0,118.3,188.5,5.8,1076.2,757.7,56,66.82
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.3
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,10.39
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,50.66
388.6,93.8,0.0,157.9,9.9,882.9,992.6,100,55.9
266.0,0.0,86.0,199.0,5.5,860.0,762.0,28,56.63
522.0,0.0,0.0,146.0,13.9,801.0,839.0,28,46.93
540.0,0.0,0.0,173.0,3.0,1125.0,613.0,7,39.49
381.4,0.0,0.0,192.0,0.0,927.4,839.2,28,39.64
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,32.53
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,56.34
475.0,0.0,0.0,228.0,0.0,1125.0,613.0,7,55.25
200.0,133.0,0.0,192.0,0.0,1047.0,806.2,28,57.6
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,42.03
439.0,177.0,0.0,186.0,11.6,884.9,709.0,7,21.26
116.0,173.0,0.0,192.0,0.0,1002.0,785.6,90,51.04
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,55.9
250.0,0.0,0.0,190.0,0.0,1100.0,820.0,28,49.2
141.3,212.0,0.0,203.5,0.0,971.8,759.3,14,51.02
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.05
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,30.65
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,54.6
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,22.75
255.0,0.0,0.0,192.0,0.0,889.8,885.0,3,21.54
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,33.7
200.0,133.0,0.0,180.0,0.0,1125.0,845.0,7,21.16
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,47.71
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,44.28
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,44.52
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,35.23
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,32.72
229.7,0.0,118.2,192.9,6.1,1043.6,759.5,28,18.02
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,35.17
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,41.1
389.9,137.2,0.0,189.3,0.0,944.7,781.2,3,23.51
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,47.1
214.9,53.8,0.0,155.6,9.6,1014.3,780.6,270,54.6
254.0,0.0,0.0,198.0,0.0,968.0,863.0,14,24.9
382.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,13.33
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,29.23
173.0,0.0,0.0,192.0,0.0,946.8,856.4,7,15.87
194.7,0.0,100.5,203.5,9.5,959.2,800.9,14,65.2
230.0,0.0,118.3,195.7,4.6,1029.4,758.6,28,30.08
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,4.83
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,28.47
331.0,0.0,0.0,192.0,0.0,1025.0,721.0,28,41.05
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,51.06
139.6,192.0,0.0,192.0,0.0,1047.0,806.9,3,27.94
322.0,0.0,0.0,203.0,0.0,974.0,800.0,120,40.93
133.0,0.0,200.0,200.0,0.0,1000.0,833.0,14,47.03
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,52.91
332.5,142.5,0.0,228.0,9.5,932.0,594.0,270,44.28
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,24.34
251.4,0.0,118.3,188.5,5.3,1028.4,757.7,100,58.61
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,72.99
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,51.43
290.4,0.0,96.2,168.1,9.4,889.6,880.4,3,9.69
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,35.23
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,34.74
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,32.92
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,61.23
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.7
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,25.42
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,39.0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,21.75
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,29.07
277.2,97.8,24.5,160.7,6.7,1061.7,782.5,56,45.71
349.0,0.0,0.0,192.0,0.0,1057.6,806.9,360,51.06
159.6,117.2,159.9,172.3,6.9,1007.2,780.1,28,30.14
491.0,26.0,79.0,155.0,14.3,967.0,844.0,3,29.75
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,13.33
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,54.28
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,47.28
331.0,116.0,0.0,192.0,0.0,1025.0,675.0,28,35.76
238.0,0.0,0.0,185.0,0.0,1119.0,789.0,28,56.83
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.75
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,11.36
236.0,0.0,0.0,194.0,0.0,968.0,885.0,7,19.99
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,40.68
236.0,0.0,0.0,192.0,0.0,972.6,749.1,7,17.22
172.4,0.0,172.4,156.8,12.6,1006.3,856.4,14,25.57
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,30.85
300.0,0.0,0.0,185.0,0.0,1075.0,795.0,7,9.45
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,29.59
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,50.94
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,25.22
139.6,209.4,0.0,192.0,0.0,1026.6,724.3,90,59.76
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,28.24
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,65.2
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,29.79
272.8,0.0,0.0,185.0,0.0,1012.4,714.3,3,6.81
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,37.23
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,33.54
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,365,43.7
212.5,0.0,100.4,159.3,8.7,1003.8,903.8,3,20.59
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,41.84
162.0,178.0,130.0,174.0,8.0,869.0,707.9,28,24.45
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,365,73.3
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,55.55
310.0,143.0,111.0,168.0,8.0,914.0,651.0,28,49.99
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,39.44
238.2,0.0,0.0,185.7,0.0,949.9,795.3,100,34.56
295.8,0.0,0.0,185.7,0.0,1076.2,769.3,7,28.47
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,18.13
516.0,0.0,141.0,141.0,11.3,801.0,893.0,28,78.8
139.6,0.0,132.6,202.4,8.0,867.0,868.4,28,38.89
297.8,0.0,117.5,195.7,6.7,1066.0,753.5,28,42.55
276.0,116.0,90.0,168.0,6.0,870.0,768.0,28,25.42
332.5,142.5,0.0,228.0,0.0,932.0,670.0,365,55.26
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,40.2
290.2,0.0,96.2,168.1,9.4,961.2,865.0,100,54.38
446.0,24.0,77.0,164.0,11.6,967.0,712.0,28,36.45
139.6,209.4,0.0,192.0,0.0,1047.8,806.9,180,38.56
307.0,0.0,0.0,193.0,3.0,968.0,812.0,360,44.42
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,50.53
252.0,187.0,137.0,201.0,8.0,869.0,695.0,28,59.0
153.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,35.1
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,39.49
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,3,22.95
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,44.28
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,46.2
166.0,42.1,163.8,121.8,11.7,1058.6,780.1,3,35.96
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,52.82
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,22.84
397.0,0.0,94.0,157.0,14.3,938.0,845.0,56,41.05
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,32.33
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,26.15
155.0,145.0,184.0,179.0,8.0,867.0,824.0,28,24.5
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.54
252.1,0.0,98.8,146.1,14.8,987.8,889.0,14,31.02
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,37.34
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,32.9
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,6.9
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,26.86
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,9.01
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,21.06
148.1,116.0,106.1,209.7,8.1,878.8,847.0,28,46.39
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,19.35
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,52.3
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,90,71.62
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,12.45
491.0,26.0,123.0,200.0,12.8,824.0,699.0,56,33.08
238.0,0.0,94.0,186.0,7.0,968.0,847.0,28,24.92
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,9.99
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,40.93
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.06
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.22
102.0,0.0,0.0,192.0,0.0,879.0,942.0,3,12.46
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,33.61
297.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,30.39
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,22.44
200.0,133.0,0.0,192.0,0.0,913.2,895.3,90,35.36
284.0,15.0,141.0,179.0,3.0,842.0,801.0,28,18.03
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,38.02
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,19.54
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,46.64
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,180,51.86
277.0,0.0,0.0,191.0,3.0,968.0,676.0,28,29.0
164.0,0.0,125.1,143.3,12.0,1086.8,800.9,3,15.52
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,23.74
400.0,0.0,0.0,186.0,0.0,1125.0,745.0,365,39.42
540.0,0.0,0.0,168.0,10.0,941.0,758.0,28,33.42
236.0,149.0,0.0,192.0,0.0,949.9,824.0,28,36.96
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,30.08
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,18.42
212.0,0.0,100.0,159.0,7.8,959.2,705.2,28,27.68
250.0,0.0,96.2,194.9,9.5,978.4,825.5,14,33.69
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,30.45
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,31.84
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,24.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,58.61
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,14.31
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,65.7
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,120,50.95
203.5,135.7,0.0,203.5,0.0,1074.5,676.6,28,33.08
150.0,206.5,160.9,178.9,11.1,866.9,735.6,28,19.01
362.6,189.0,0.0,164.9,11.4,944.7,755.8,100,37.42
275.1,0.0,121.4,159.5,8.9,1058.6,802.6,56,32.33
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,14,32.04
250.0,0.0,95.6,191.8,5.7,955.1,859.2,100,62.05
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,42.13
238.1,0.0,94.1,186.7,7.8,949.9,847.0,7,21.82
475.0,0.0,0.0,183.0,9.5,1044.0,662.0,28,67.8
425.0,0.0,0.0,153.5,16.5,852.1,887.1,3,24.92
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,48.79
500.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,45.85
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,44.52
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,33.42
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,25.2
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,31.9
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.05
313.3,316.1,0.0,175.1,8.6,878.4,611.8,14,14.99
237.5,237.5,0.0,185.7,0.0,1046.9,674.3,28,45.3
446.0,24.0,79.0,162.0,7.0,967.0,712.0,3,28.1
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,25.57
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,11.48
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,74.5
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,13.71
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,40.6
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,14.99
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,31.18
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,37.33
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,37.44
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,67.11
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,6.94
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,11.39
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,17.95
382.0,0.0,0.0,192.0,0.0,940.0,758.0,28,43.8
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,41.16
355.0,0.0,77.0,189.0,6.0,967.0,643.0,28,31.9
200.0,0.0,0.0,180.3,0.0,1125.0,613.2,28,31.9
286.3,190.1,0.0,144.7,23.4,1004.6,803.7,28,52.43
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,26.94
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,50.95
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,33.19
304.0,0.0,0.0,228.0,0.0,932.0,670.0,180,40.2
284.0,13.5,100.5,179.9,8.5,860.6,805.0,28,14.99
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,31.45
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,42.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,24.45
200.0,133.7,0.0,192.0,0.0,965.4,806.9,3,16.11
151.0,0.0,184.0,167.0,16.0,1074.0,678.0,28,36.97
295.7,0.0,95.6,171.5,8.9,955.1,859.2,91,75.5
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,37.8
260.9,110.5,86.1,195.5,5.7,860.0,732.6,28,41.41
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,46.23
374.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,32.96
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,39.94
225.0,0.0,0.0,184.0,0.0,1113.0,833.0,28,33.96
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,62.05
313.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,8.49
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,38.33
310.0,0.0,0.0,192.0,0.0,970.4,850.6,3,13.4
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7,12.47
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,4.83
