Team,League,Year,RS,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
SEA,AL,1993,734,731,82,0.3389999999999999,0.406,0.26,0,,,162,,
SDP,NL,2011,593,611,71,0.305,0.349,0.237,0,,,162,0.314,0.375
SEA,AL,2002,814,699,93,0.35,0.419,0.275,0,,,162,0.315,0.41
MON,NL,1969,582,791,52,0.31,0.359,0.24,0,,,162,,
NYY,AL,1986,797,738,90,0.347,0.43,0.271,0,,,162,,
OAK,AL,2009,759,761,75,0.3279999999999999,0.397,0.262,0,,,162,0.3289999999999999,0.413
LAD,NL,2005,685,755,71,0.326,0.395,0.253,0,,,162,0.327,0.429
SEA,AL,2001,927,627,116,0.36,0.445,0.288,1,1.0,3.0,162,0.301,0.3779999999999999
PHI,NL,1984,720,690,81,0.3329999999999999,0.407,0.266,0,,,162,,
KCR,AL,1997,747,820,67,0.3329999999999999,0.407,0.264,0,,,161,,
KCR,AL,2010,676,845,67,0.331,0.3989999999999999,0.2739999999999999,0,,,162,0.342,0.435
PHI,NL,1970,594,730,73,0.305,0.356,0.238,0,,,161,,
LAA,AL,1964,544,551,82,0.304,0.344,0.242,0,,,162,,
HOU,NL,1977,680,650,81,0.32,0.385,0.254,0,,,162,,
DET,AL,1980,830,757,84,0.348,0.409,0.273,0,,,163,,
SDP,NL,1971,486,610,61,0.293,0.332,0.233,0,,,161,,
CHC,NL,1998,831,792,90,0.337,0.433,0.264,1,6.0,4.0,163,,
NYY,AL,2001,804,713,95,0.3339999999999999,0.435,0.267,1,3.0,2.0,161,0.318,0.3979999999999999
LAD,NL,1985,682,579,95,0.3279999999999999,0.382,0.261,1,3.0,3.0,162,,
PHI,NL,1976,770,557,101,0.3379999999999999,0.395,0.272,1,2.0,3.0,162,,
HOU,NL,1970,744,763,79,0.332,0.391,0.259,0,,,162,,
NYY,AL,1985,839,660,97,0.344,0.425,0.267,0,,,161,,
KCA,AL,1963,615,704,73,0.313,0.353,0.247,0,,,162,,
BOS,AL,1987,842,825,78,0.352,0.43,0.278,0,,,162,,
ATL,NL,2010,738,629,91,0.3389999999999999,0.401,0.258,1,6.0,4.0,162,0.314,0.376
PIT,NL,1989,637,680,74,0.311,0.359,0.241,0,,,164,,
OAK,AL,2001,884,645,102,0.345,0.439,0.264,1,2.0,4.0,162,0.308,0.38
KCR,AL,1986,654,673,76,0.313,0.39,0.252,0,,,162,,
BOS,AL,1996,928,921,85,0.359,0.457,0.283,0,,,162,,
NYM,NL,1968,473,499,73,0.281,0.315,0.228,0,,,163,,
SDP,NL,1998,749,635,98,0.33,0.409,0.253,1,4.0,2.0,162,,
LAD,NL,1977,769,582,98,0.336,0.418,0.266,1,4.0,2.0,162,,
KCR,AL,2004,720,905,58,0.322,0.397,0.259,0,,,162,0.352,0.476
BAL,AL,2004,842,830,78,0.345,0.432,0.281,0,,,162,0.348,0.4039999999999999
CLE,AL,1992,674,746,76,0.3229999999999999,0.3829999999999999,0.266,0,,,162,,
MIN,AL,2003,801,758,90,0.341,0.431,0.2769999999999999,1,6.0,4.0,162,0.319,0.428
SDP,NL,2000,752,815,76,0.33,0.402,0.254,0,,,162,0.34,0.416
PIT,NL,1969,725,652,88,0.3339999999999999,0.3979999999999999,0.2769999999999999,0,,,162,,
CHW,AL,1965,647,555,95,0.315,0.364,0.246,0,,,162,,
KCR,AL,1976,713,611,90,0.327,0.371,0.2689999999999999,1,4.0,3.0,162,,
NYM,NL,1962,617,948,40,0.318,0.361,0.24,0,,,161,,
SFG,NL,1973,739,702,88,0.335,0.407,0.262,0,,,162,,
CAL,AL,1996,762,943,70,0.3389999999999999,0.431,0.276,0,,,161,,
MIN,AL,2005,688,662,83,0.3229999999999999,0.391,0.259,0,,,162,0.307,0.408
FLA,NL,2004,718,700,83,0.3289999999999999,0.406,0.264,0,,,162,0.324,0.412
HOU,NL,1983,643,646,85,0.32,0.375,0.257,0,,,162,,
ATL,NL,1983,746,640,88,0.341,0.4,0.272,0,,,162,,
SDP,NL,1989,642,626,89,0.319,0.369,0.251,0,,,162,,
PHI,NL,1999,841,846,77,0.351,0.431,0.275,0,,,162,0.347,0.447
CAL,AL,1978,691,666,87,0.33,0.37,0.259,0,,,162,,
TOR,AL,1988,763,680,87,0.332,0.419,0.268,0,,,162,,
KCR,AL,1982,784,717,90,0.337,0.428,0.285,0,,,162,,
TBD,AL,2003,715,852,63,0.32,0.4039999999999999,0.265,0,,,162,0.347,0.44
NYY,AL,1992,733,746,76,0.3279999999999999,0.406,0.261,0,,,162,,
TOR,AL,1980,624,762,67,0.309,0.3829999999999999,0.251,0,,,162,,
DET,AL,1970,666,731,79,0.322,0.374,0.238,0,,,162,,
BAL,AL,2005,729,800,74,0.327,0.434,0.2689999999999999,0,,,162,0.336,0.416
KCR,AL,2006,757,971,62,0.332,0.411,0.271,0,,,162,0.367,0.476
CHW,AL,1974,684,721,80,0.33,0.389,0.268,0,,,163,,
MON,NL,1999,718,853,68,0.3229999999999999,0.427,0.265,0,,,162,0.342,0.418
BAL,AL,2003,743,820,71,0.3229999999999999,0.405,0.268,0,,,163,0.346,0.446
BOS,AL,1964,688,793,72,0.322,0.416,0.258,0,,,162,,
STL,NL,2008,779,725,86,0.35,0.433,0.281,0,,,162,0.332,0.431
CHC,NL,2011,654,756,71,0.314,0.401,0.256,0,,,162,0.335,0.413
TEX,AL,2010,787,687,90,0.3379999999999999,0.419,0.276,1,7.0,2.0,162,0.319,0.39
NYY,AL,1989,698,792,74,0.331,0.391,0.2689999999999999,0,,,161,,
LAA,AL,1962,718,706,86,0.325,0.38,0.25,0,,,162,,
STL,NL,1984,652,645,84,0.317,0.351,0.252,0,,,162,,
NYM,NL,2007,804,750,88,0.342,0.432,0.275,0,,,162,0.3289999999999999,0.409
ATL,NL,1996,773,648,96,0.3329999999999999,0.432,0.27,1,2.0,2.0,162,,
SDP,NL,2006,731,679,88,0.332,0.416,0.263,1,5.0,4.0,162,0.312,0.4039999999999999
MIN,AL,2006,801,683,96,0.347,0.425,0.287,1,2.0,4.0,162,0.312,0.423
NYY,AL,1993,821,761,88,0.353,0.435,0.2789999999999999,0,,,162,,
BAL,AL,2007,756,868,69,0.3329999999999999,0.412,0.272,0,,,162,0.354,0.412
DET,AL,1979,770,738,84,0.3389999999999999,0.415,0.2689999999999999,0,,,161,,
SDP,NL,1977,692,834,69,0.324,0.375,0.249,0,,,162,,
MIL,NL,2009,785,818,80,0.341,0.426,0.263,0,,,162,0.345,0.45
NYY,AL,1988,772,748,85,0.3329999999999999,0.395,0.263,0,,,161,,
COL,NL,2008,747,822,74,0.336,0.415,0.263,0,,,162,0.344,0.431
NYM,NL,1987,823,698,92,0.3389999999999999,0.434,0.268,0,,,162,,
ATL,NL,2009,735,641,86,0.3389999999999999,0.405,0.263,0,,,162,0.3229999999999999,0.39
HOU,NL,1966,612,695,72,0.318,0.365,0.255,0,,,163,,
PIT,NL,2005,680,769,67,0.322,0.4,0.259,0,,,162,0.344,0.424
PIT,NL,1998,650,718,69,0.311,0.374,0.254,0,,,163,,
MON,NL,2003,711,716,83,0.326,0.401,0.258,0,,,162,0.327,0.423
STL,NL,2007,725,829,78,0.337,0.405,0.2739999999999999,0,,,162,0.336,0.431
NYM,NL,2009,671,757,70,0.335,0.3939999999999999,0.27,0,,,162,0.342,0.418
MIN,AL,1997,772,861,68,0.3329999999999999,0.409,0.27,0,,,162,,
CIN,NL,1983,623,710,74,0.314,0.356,0.239,0,,,162,,
PHI,NL,2000,708,830,65,0.3289999999999999,0.4,0.251,0,,,162,0.3429999999999999,0.4479999999999999
DET,AL,1976,609,709,74,0.315,0.365,0.257,0,,,161,,
DET,AL,1988,703,658,88,0.324,0.3779999999999999,0.25,0,,,162,,
OAK,AL,1980,686,642,83,0.322,0.385,0.259,0,,,162,,
CHC,NL,2004,789,665,89,0.3279999999999999,0.4579999999999999,0.268,0,,,162,0.321,0.395
PHI,NL,1979,683,718,84,0.34,0.396,0.266,0,,,163,,
CIN,NL,1999,865,711,96,0.341,0.451,0.272,0,,,163,0.324,0.411
TOR,AL,1997,654,694,76,0.31,0.389,0.244,0,,,162,,
ATL,NL,2008,753,778,72,0.345,0.408,0.27,0,,,162,0.336,0.423
MIL,NL,2002,627,821,56,0.32,0.39,0.253,0,,,162,0.352,0.442
SEA,AL,2004,698,823,63,0.331,0.396,0.27,0,,,162,0.3379999999999999,0.441
LAD,NL,1969,645,561,85,0.315,0.359,0.254,0,,,162,,
SDP,NL,2003,678,831,64,0.3329999999999999,0.3879999999999999,0.261,0,,,162,0.341,0.437
MON,NL,1992,648,581,87,0.313,0.37,0.252,0,,,162,,
COL,NL,2000,968,897,82,0.362,0.455,0.294,0,,,162,0.354,0.471
CHC,NL,2007,752,690,85,0.3329999999999999,0.422,0.271,1,5.0,4.0,162,0.322,0.3989999999999999
CLE,AL,1997,868,815,86,0.358,0.467,0.286,1,6.0,2.0,161,,
TBR,AL,2010,802,649,96,0.3329999999999999,0.4029999999999999,0.247,1,2.0,4.0,162,0.308,0.4039999999999999
COL,NL,1996,961,964,83,0.355,0.472,0.287,0,,,162,,
CAL,AL,1988,714,771,75,0.321,0.385,0.261,0,,,162,,
CLE,AL,2011,704,760,80,0.317,0.396,0.25,0,,,162,0.3229999999999999,0.413
NYM,NL,2003,642,754,66,0.314,0.374,0.247,0,,,161,0.345,0.4379999999999999
LAD,NL,1966,606,490,95,0.314,0.362,0.256,1,2.0,2.0,162,,
COL,NL,2010,770,717,83,0.336,0.425,0.263,0,,,162,0.326,0.397
MIL,AL,1982,891,717,95,0.335,0.455,0.2789999999999999,1,1.0,2.0,163,,
DET,AL,1978,714,653,86,0.3389999999999999,0.392,0.271,0,,,162,,
KCR,AL,2005,701,935,56,0.32,0.396,0.263,0,,,162,0.362,0.4629999999999999
STL,NL,1985,747,572,101,0.335,0.379,0.264,1,1.0,2.0,162,,
PHI,NL,1969,645,745,63,0.312,0.372,0.241,0,,,162,,
MIL,AL,1985,690,802,71,0.319,0.379,0.263,0,,,161,,
MIL,AL,1975,675,792,68,0.32,0.389,0.25,0,,,162,,
PHI,NL,1996,650,790,67,0.325,0.387,0.256,0,,,162,,
BAL,AL,1999,851,815,78,0.353,0.447,0.2789999999999999,0,,,162,0.35,0.441
LAA,AL,2007,822,731,94,0.345,0.417,0.284,1,2.0,4.0,162,0.3279999999999999,0.412
ATL,NL,1987,747,829,69,0.3389999999999999,0.4029999999999999,0.258,0,,,161,,
NYM,NL,1964,569,776,53,0.296,0.348,0.246,0,,,163,,
CIN,NL,1996,778,773,81,0.331,0.422,0.256,0,,,162,,
STL,NL,1988,578,633,76,0.309,0.337,0.249,0,,,162,,
MON,NL,2000,738,902,67,0.326,0.432,0.266,0,,,162,0.353,0.449
TOR,AL,1979,613,862,53,0.311,0.363,0.251,0,,,162,,
NYY,AL,1982,709,716,79,0.3279999999999999,0.3979999999999999,0.256,0,,,162,,
NYM,NL,1980,611,702,67,0.319,0.345,0.257,0,,,162,,
TOR,AL,2001,767,753,80,0.325,0.43,0.263,0,,,162,0.3389999999999999,0.435
CIN,NL,1965,825,704,89,0.3389999999999999,0.439,0.273,0,,,162,,
SEA,AL,1984,682,774,74,0.324,0.384,0.258,0,,,162,,
KCR,AL,1991,727,722,82,0.3279999999999999,0.3939999999999999,0.264,0,,,162,,
TEX,AL,2004,860,794,89,0.3289999999999999,0.457,0.266,0,,,162,0.344,0.432
BOS,AL,2010,818,744,89,0.3389999999999999,0.451,0.268,0,,,162,0.327,0.3989999999999999
CAL,AL,1979,866,768,88,0.351,0.429,0.282,1,4.0,3.0,162,,
TEX,AL,1985,617,785,62,0.322,0.381,0.253,0,,,161,,
NYY,AL,2007,968,777,94,0.366,0.4629999999999999,0.29,1,2.0,4.0,162,0.34,0.417
CAL,AL,1987,770,803,75,0.326,0.401,0.252,0,,,162,,
COL,NL,2001,923,906,73,0.354,0.483,0.292,0,,,162,0.35,0.48
CLE,AL,2009,773,865,65,0.3389999999999999,0.417,0.264,0,,,162,0.351,0.4429999999999999
COL,NL,1998,826,855,77,0.347,0.461,0.291,0,,,162,,
CHW,AL,1999,777,870,75,0.337,0.429,0.2769999999999999,0,,,162,0.353,0.447
WSA,AL,1971,537,660,63,0.307,0.326,0.23,0,,,159,,
NYY,AL,1962,817,680,96,0.337,0.426,0.267,1,2.0,1.0,162,,
NYM,NL,2006,834,731,97,0.3339999999999999,0.445,0.264,1,1.0,3.0,162,0.3229999999999999,0.407
MIL,AL,1978,804,650,93,0.3389999999999999,0.432,0.276,0,,,162,,
MIN,AL,1985,705,782,77,0.326,0.407,0.264,0,,,162,,
DET,AL,1986,798,714,87,0.3379999999999999,0.424,0.263,0,,,162,,
TEX,AL,1983,639,609,77,0.31,0.366,0.255,0,,,163,,
CHW,AL,1986,644,699,72,0.31,0.363,0.247,0,,,162,,
HOU,NL,1988,617,631,82,0.306,0.351,0.244,0,,,162,,
MIL,NL,2006,730,833,75,0.327,0.42,0.258,0,,,162,0.3329999999999999,0.4379999999999999
TBD,AL,2006,689,856,61,0.314,0.42,0.255,0,,,162,0.358,0.452
STL,NL,1982,685,609,92,0.3339999999999999,0.364,0.264,1,3.0,1.0,162,,
CLE,AL,1987,742,957,61,0.324,0.422,0.263,0,,,162,,
WSA,AL,1969,694,644,86,0.33,0.3779999999999999,0.251,0,,,162,,
FLA,NL,2000,731,797,79,0.331,0.409,0.262,0,,,161,0.348,0.429
BAL,AL,1967,654,592,76,0.31,0.372,0.24,0,,,161,,
NYM,NL,1973,608,588,82,0.315,0.3379999999999999,0.246,1,4.0,2.0,161,,
BOS,AL,1962,707,756,76,0.324,0.4029999999999999,0.258,0,,,160,,
PIT,NL,2004,680,744,72,0.321,0.401,0.26,0,,,161,0.342,0.416
CLE,AL,1984,761,766,75,0.335,0.384,0.265,0,,,163,,
SDP,NL,1990,673,673,75,0.32,0.38,0.257,0,,,162,,
PIT,NL,1973,704,693,80,0.315,0.405,0.261,0,,,162,,
HOU,NL,1997,777,660,84,0.344,0.4029999999999999,0.259,1,7.0,4.0,162,,
SFG,NL,2001,799,748,90,0.342,0.46,0.266,0,,,162,0.3289999999999999,0.4039999999999999
MON,NL,1986,637,688,78,0.322,0.379,0.254,0,,,161,,
NYY,AL,1977,831,651,100,0.344,0.444,0.281,1,3.0,1.0,162,,
CHC,NL,1962,632,827,59,0.317,0.377,0.253,0,,,162,,
CAL,AL,1984,696,697,81,0.319,0.381,0.249,0,,,162,,
CHC,NL,1976,611,728,75,0.313,0.356,0.251,0,,,162,,
NYY,AL,2000,871,814,87,0.354,0.45,0.2769999999999999,1,5.0,1.0,161,0.336,0.422
CHW,AL,1969,625,723,68,0.32,0.357,0.247,0,,,162,,
NYM,NL,1988,703,532,100,0.325,0.396,0.256,1,2.0,3.0,160,,
SFG,NL,2008,640,759,72,0.321,0.382,0.262,0,,,162,0.341,0.4039999999999999
ATL,NL,1980,630,660,81,0.307,0.38,0.25,0,,,161,,
FLA,NL,2002,699,763,79,0.337,0.4029999999999999,0.261,0,,,162,0.341,0.415
ARI,NL,2000,792,754,85,0.3329999999999999,0.429,0.265,0,,,162,0.326,0.424
PIT,NL,1977,734,665,96,0.331,0.413,0.2739999999999999,0,,,162,,
LAD,NL,1998,669,678,83,0.31,0.387,0.252,0,,,162,,
TEX,AL,2005,865,858,79,0.3289999999999999,0.4679999999999999,0.267,0,,,162,0.3429999999999999,0.428
SDP,NL,1983,653,653,81,0.311,0.351,0.25,0,,,163,,
FLA,NL,2006,758,772,78,0.331,0.435,0.264,0,,,162,0.347,0.423
SFG,NL,1996,752,862,68,0.331,0.3879999999999999,0.253,0,,,162,,
TOR,AL,2000,861,908,83,0.341,0.469,0.275,0,,,162,0.354,0.456
PHI,NL,1971,558,688,67,0.298,0.35,0.233,0,,,162,,
KCR,AL,1970,611,705,65,0.309,0.348,0.244,0,,,162,,
CLE,AL,1991,576,759,57,0.313,0.35,0.254,0,,,162,,
BAL,AL,1980,805,640,100,0.342,0.413,0.273,0,,,162,,
CAL,AL,1991,653,649,81,0.314,0.374,0.255,0,,,162,,
BAL,AL,1986,708,760,73,0.327,0.395,0.258,0,,,162,,
PIT,NL,2001,657,858,62,0.313,0.3929999999999999,0.247,0,,,162,0.344,0.433
TOR,AL,1998,816,768,88,0.34,0.4479999999999999,0.266,0,,,163,,
PHI,NL,2003,791,697,86,0.3429999999999999,0.419,0.261,0,,,162,0.327,0.401
DET,AL,1965,680,602,89,0.312,0.374,0.238,0,,,162,,
FLA,NL,2009,772,766,87,0.34,0.416,0.268,0,,,162,0.3329999999999999,0.408
DET,AL,1974,620,768,72,0.303,0.366,0.247,0,,,162,,
SFG,NL,2005,649,745,75,0.319,0.396,0.261,0,,,162,0.336,0.412
LAD,NL,2002,713,643,92,0.32,0.409,0.264,0,,,162,0.315,0.387
PIT,NL,1984,615,567,75,0.31,0.363,0.255,0,,,162,,
BAL,AL,1988,550,789,54,0.305,0.359,0.238,0,,,161,,
PHI,NL,1968,543,615,76,0.294,0.3329999999999999,0.233,0,,,162,,
LAD,NL,2011,644,612,82,0.322,0.375,0.257,0,,,161,0.31,0.371
OAK,AL,1977,605,749,63,0.308,0.352,0.24,0,,,161,,
CLE,AL,1977,676,739,71,0.3339999999999999,0.38,0.2689999999999999,0,,,161,,
COL,NL,2007,860,758,90,0.354,0.437,0.28,1,3.0,2.0,163,0.33,0.423
PHI,NL,2010,772,640,97,0.332,0.413,0.26,1,1.0,3.0,162,0.311,0.405
CHW,AL,1983,800,650,99,0.3289999999999999,0.413,0.262,1,1.0,3.0,162,,
ARI,NL,1999,908,676,100,0.347,0.4589999999999999,0.2769999999999999,1,2.0,4.0,162,0.32,0.402
CHW,AL,1980,587,722,70,0.311,0.37,0.259,0,,,162,,
CLE,AL,1983,704,785,70,0.3379999999999999,0.369,0.265,0,,,162,,
MON,NL,1998,644,783,65,0.31,0.3939999999999999,0.249,0,,,162,,
HOU,NL,2005,693,609,89,0.322,0.408,0.256,1,5.0,2.0,163,0.308,0.389
BOS,AL,1966,655,731,72,0.31,0.376,0.24,0,,,162,,
KCR,AL,2002,737,891,62,0.3229999999999999,0.3979999999999999,0.256,0,,,162,0.349,0.4639999999999999
NYM,NL,1982,609,723,65,0.305,0.35,0.247,0,,,162,,
KCR,AL,1975,710,649,91,0.3329999999999999,0.3939999999999999,0.261,0,,,162,,
CLE,AL,1990,732,737,77,0.324,0.391,0.267,0,,,162,,
CHW,AL,1997,779,833,80,0.341,0.417,0.273,0,,,161,,
BOS,AL,1977,859,712,97,0.345,0.465,0.281,0,,,161,,
LAD,NL,1996,703,652,90,0.316,0.384,0.252,1,5.0,4.0,162,,
CIN,NL,1970,775,681,102,0.336,0.436,0.27,1,2.0,2.0,162,,
NYM,NL,1963,501,774,51,0.285,0.315,0.2189999999999999,0,,,162,,
KCR,AL,1979,851,816,85,0.3429999999999999,0.422,0.282,0,,,162,,
NYM,NL,1970,695,630,83,0.3329999999999999,0.37,0.249,0,,,162,,
ANA,AL,1999,711,826,70,0.322,0.395,0.256,0,,,162,0.346,0.427
MIL,NL,2008,750,689,90,0.325,0.431,0.253,1,5.0,4.0,162,0.3229999999999999,0.406
PHI,NL,1986,739,713,86,0.327,0.4,0.253,0,,,161,,
ATL,NL,1997,791,581,101,0.3429999999999999,0.426,0.27,1,1.0,3.0,162,,
TEX,AL,1999,945,859,95,0.361,0.479,0.293,1,5.0,4.0,162,0.346,0.4589999999999999
KCR,AL,1978,743,634,92,0.3289999999999999,0.3989999999999999,0.268,1,3.0,3.0,162,,
HOU,NL,1967,626,742,69,0.317,0.364,0.249,0,,,162,,
CAL,AL,1986,786,684,92,0.3379999999999999,0.4039999999999999,0.255,1,4.0,3.0,162,,
CHC,NL,1964,649,724,76,0.314,0.39,0.251,0,,,162,,
MON,NL,1997,691,740,78,0.316,0.425,0.258,0,,,162,,
HOU,NL,1973,681,672,82,0.312,0.376,0.251,0,,,162,,
NYY,AL,1998,965,656,114,0.364,0.46,0.288,1,1.0,1.0,162,,
TEX,AL,1976,616,652,76,0.321,0.341,0.25,0,,,162,,
DET,AL,1998,722,863,65,0.3229999999999999,0.415,0.264,0,,,162,,
ATL,NL,1971,643,699,82,0.312,0.385,0.257,0,,,162,,
CIN,NL,1985,677,666,89,0.327,0.376,0.255,0,,,162,,
TEX,AL,1987,823,849,75,0.3329999999999999,0.43,0.266,0,,,162,,
MON,NL,1993,732,682,94,0.326,0.386,0.257,0,,,163,,
PIT,NL,1964,663,636,80,0.315,0.389,0.264,0,,,162,,
BAL,AL,1987,729,880,67,0.322,0.418,0.258,0,,,162,,
FLA,NL,2003,751,692,91,0.3329999999999999,0.421,0.266,1,5.0,1.0,162,0.325,0.396
MON,NL,1975,601,690,75,0.317,0.348,0.244,0,,,162,,
CHW,AL,1966,574,517,83,0.297,0.331,0.231,0,,,163,,
CHC,NL,2005,703,714,79,0.324,0.44,0.27,0,,,162,0.325,0.407
ARI,NL,2001,818,677,92,0.341,0.442,0.267,1,5.0,1.0,162,0.311,0.4039999999999999
CLE,AL,1966,574,586,81,0.297,0.36,0.237,0,,,162,,
MIN,AL,1996,877,900,78,0.357,0.425,0.288,0,,,162,,
DET,AL,1990,750,754,79,0.337,0.409,0.259,0,,,162,,
ATL,NL,2006,849,805,79,0.337,0.455,0.27,0,,,162,0.3429999999999999,0.4379999999999999
CHC,NL,1985,686,729,77,0.324,0.39,0.254,0,,,162,,
CLE,AL,1967,559,613,75,0.293,0.359,0.235,0,,,162,,
STL,NL,1968,583,472,97,0.298,0.346,0.249,1,2.0,2.0,162,,
ATL,NL,1989,584,680,63,0.298,0.35,0.2339999999999999,0,,,161,,
NYM,NL,1992,599,653,72,0.31,0.342,0.235,0,,,162,,
SEA,AL,2012,619,651,75,0.296,0.369,0.2339999999999999,0,,,162,0.308,0.3939999999999999
COL,NL,2009,804,715,92,0.3429999999999999,0.441,0.261,1,5.0,4.0,162,0.3279999999999999,0.405
PHI,NL,1977,847,668,101,0.346,0.4479999999999999,0.2789999999999999,1,2.0,3.0,162,,
PHI,NL,2005,807,726,88,0.348,0.423,0.27,0,,,162,0.32,0.426
CIN,NL,1992,660,609,90,0.3279999999999999,0.382,0.26,0,,,162,,
TOR,AL,2011,743,761,81,0.317,0.413,0.249,0,,,162,0.3279999999999999,0.419
BOS,AL,1991,731,712,84,0.34,0.401,0.2689999999999999,0,,,162,,
SDP,NL,2009,638,769,75,0.321,0.381,0.242,0,,,162,0.3329999999999999,0.406
TOR,AL,1982,651,701,78,0.314,0.3829999999999999,0.262,0,,,162,,
STL,NL,1978,600,657,69,0.303,0.358,0.249,0,,,162,,
KCR,AL,2012,676,746,72,0.317,0.4,0.265,0,,,162,0.3389999999999999,0.423
SFG,NL,2004,850,770,91,0.357,0.4379999999999999,0.27,0,,,162,0.332,0.423
CHC,NL,2002,706,759,67,0.321,0.413,0.246,0,,,162,0.331,0.407
MIL,NL,2004,634,757,67,0.321,0.387,0.248,0,,,161,0.32,0.417
PIT,NL,2007,724,846,68,0.325,0.411,0.263,0,,,162,0.352,0.447
KCR,AL,2011,730,762,71,0.3289999999999999,0.415,0.275,0,,,162,0.337,0.425
NYY,AL,1970,680,612,93,0.324,0.365,0.251,0,,,163,,
TEX,AL,2009,784,740,87,0.32,0.445,0.26,0,,,162,0.331,0.416
STL,NL,2009,730,640,91,0.332,0.415,0.263,1,6.0,4.0,162,0.319,0.386
CHC,NL,1969,720,611,92,0.3229999999999999,0.384,0.253,0,,,163,,
DET,AL,1971,701,645,91,0.325,0.405,0.254,0,,,162,,
SDP,NL,1974,541,830,60,0.302,0.33,0.2289999999999999,0,,,162,,
MON,NL,1973,668,702,79,0.34,0.364,0.251,0,,,162,,
FLA,NL,2001,742,744,76,0.326,0.423,0.264,0,,,162,0.3379999999999999,0.411
BAL,AL,1993,786,745,85,0.346,0.413,0.267,0,,,162,,
ANA,AL,2003,736,743,77,0.33,0.413,0.268,0,,,162,0.327,0.421
SEA,AL,1992,679,799,64,0.3229999999999999,0.402,0.263,0,,,162,,
MIN,AL,1990,666,729,74,0.324,0.385,0.265,0,,,162,,
NYM,NL,1991,640,646,77,0.317,0.365,0.244,0,,,161,,
SFG,NL,1983,687,697,79,0.325,0.375,0.247,0,,,162,,
PHI,NL,1965,654,667,85,0.313,0.384,0.25,0,,,162,,
ARI,NL,2003,717,685,84,0.33,0.417,0.263,0,,,162,0.322,0.3879999999999999
CAL,AL,1993,684,770,71,0.331,0.38,0.26,0,,,162,,
TEX,AL,1989,695,714,83,0.326,0.3939999999999999,0.263,0,,,162,,
MON,NL,2004,635,769,67,0.313,0.392,0.249,0,,,162,0.342,0.431
KCR,AL,1989,690,635,92,0.3289999999999999,0.373,0.261,0,,,162,,
CAL,AL,1983,722,779,70,0.322,0.3929999999999999,0.26,0,,,162,,
LAA,AL,2006,766,732,89,0.3339999999999999,0.425,0.2739999999999999,0,,,162,0.316,0.402
CHW,AL,2005,741,645,99,0.322,0.425,0.262,1,2.0,1.0,162,0.31,0.397
TOR,AL,2005,775,705,80,0.331,0.407,0.265,0,,,162,0.324,0.418
SFG,NL,1965,682,593,95,0.313,0.385,0.252,0,,,163,,
MLN,NL,1964,803,744,88,0.3329999999999999,0.418,0.272,0,,,162,,
TOR,AL,1999,883,862,84,0.352,0.457,0.28,0,,,162,0.353,0.456
PHI,NL,1973,642,717,71,0.31,0.371,0.249,0,,,162,,
DET,AL,1967,683,587,91,0.325,0.376,0.243,0,,,163,,
WSN,NL,2007,673,783,73,0.325,0.39,0.256,0,,,162,0.3389999999999999,0.433
NYM,NL,1966,587,761,66,0.301,0.342,0.239,0,,,161,,
DET,AL,2001,724,876,66,0.32,0.409,0.26,0,,,162,0.357,0.461
BAL,AL,2010,613,785,66,0.316,0.386,0.259,0,,,162,0.336,0.434
COL,NL,1993,758,967,67,0.3229999999999999,0.422,0.273,0,,,162,,
CHC,NL,2010,685,767,75,0.32,0.401,0.257,0,,,162,0.3339999999999999,0.3979999999999999
SDP,NL,2005,684,726,82,0.3329999999999999,0.391,0.257,1,6.0,4.0,162,0.322,0.408
