Team,League,Year,RS,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
SFG,NL,1978,613,594,89,0.318,0.374,0.248,0,,,162,,
MIN,AL,1982,657,819,60,0.316,0.396,0.257,0,,,162,,
NYM,NL,1993,672,744,59,0.305,0.39,0.248,0,,,162,,
NYM,NL,2004,684,731,71,0.317,0.409,0.249,0,,,162,0.335,0.405
STL,NL,2000,887,771,95,0.35600000000000004,0.455,0.27,1,2,3,162,0.33799999999999997,0.434
BAL,AL,1996,949,903,88,0.35,0.47200000000000003,0.27399999999999997,1,6,3,163,,
NYM,NL,1971,588,550,83,0.319,0.35100000000000003,0.249,0,,,162,,
MIN,AL,1991,776,652,95,0.344,0.42,0.28,1,2,1,162,,
NYY,AL,1978,735,582,100,0.32899999999999996,0.38799999999999996,0.267,1,1,1,163,,
WSA,AL,1970,626,689,70,0.321,0.358,0.23800000000000002,0,,,162,,
HOU,NL,1996,753,792,82,0.336,0.397,0.262,0,,,162,,
CIN,NL,1997,651,764,76,0.321,0.389,0.253,0,,,162,,
STL,NL,1962,774,664,84,0.335,0.39399999999999996,0.271,0,,,163,,
STL,NL,1999,809,838,75,0.33799999999999997,0.426,0.262,0,,,161,0.355,0.42700000000000005
SEA,AL,1993,734,731,82,0.33899999999999997,0.406,0.26,0,,,162,,
SDP,NL,2011,593,611,71,0.305,0.349,0.237,0,,,162,0.314,0.375
SEA,AL,2002,814,699,93,0.35,0.419,0.275,0,,,162,0.315,0.41
MON,NL,1969,582,791,52,0.31,0.359,0.24,0,,,162,,
NYY,AL,1986,797,738,90,0.34700000000000003,0.43,0.271,0,,,162,,
OAK,AL,2009,759,761,75,0.32799999999999996,0.397,0.262,0,,,162,0.32899999999999996,0.413
LAD,NL,2005,685,755,71,0.326,0.395,0.253,0,,,162,0.327,0.429
SEA,AL,2001,927,627,116,0.36,0.445,0.28800000000000003,1,1,3,162,0.301,0.37799999999999995
PHI,NL,1984,720,690,81,0.33299999999999996,0.40700000000000003,0.266,0,,,162,,
KCR,AL,1997,747,820,67,0.33299999999999996,0.40700000000000003,0.264,0,,,161,,
KCR,AL,2010,676,845,67,0.331,0.39899999999999997,0.27399999999999997,0,,,162,0.342,0.435
PHI,NL,1970,594,730,73,0.305,0.35600000000000004,0.23800000000000002,0,,,161,,
LAA,AL,1964,544,551,82,0.304,0.344,0.242,0,,,162,,
HOU,NL,1977,680,650,81,0.32,0.385,0.254,0,,,162,,
DET,AL,1980,830,757,84,0.348,0.409,0.273,0,,,163,,
SDP,NL,1971,486,610,61,0.293,0.332,0.233,0,,,161,,
CHC,NL,1998,831,792,90,0.337,0.433,0.264,1,6,4,163,,
NYY,AL,2001,804,713,95,0.33399999999999996,0.435,0.267,1,3,2,161,0.318,0.39799999999999996
LAD,NL,1985,682,579,95,0.32799999999999996,0.382,0.261,1,3,3,162,,
PHI,NL,1976,770,557,101,0.33799999999999997,0.395,0.272,1,2,3,162,,
HOU,NL,1970,744,763,79,0.332,0.391,0.259,0,,,162,,
NYY,AL,1985,839,660,97,0.344,0.425,0.267,0,,,161,,
KCA,AL,1963,615,704,73,0.313,0.353,0.247,0,,,162,,
BOS,AL,1987,842,825,78,0.35200000000000004,0.43,0.278,0,,,162,,
ATL,NL,2010,738,629,91,0.33899999999999997,0.401,0.258,1,6,4,162,0.314,0.376
PIT,NL,1989,637,680,74,0.311,0.359,0.24100000000000002,0,,,164,,
OAK,AL,2001,884,645,102,0.345,0.439,0.264,1,2,4,162,0.308,0.38
KCR,AL,1986,654,673,76,0.313,0.39,0.252,0,,,162,,
BOS,AL,1996,928,921,85,0.359,0.457,0.28300000000000003,0,,,162,,
NYM,NL,1968,473,499,73,0.281,0.315,0.228,0,,,163,,
SDP,NL,1998,749,635,98,0.33,0.409,0.253,1,4,2,162,,
LAD,NL,1977,769,582,98,0.336,0.418,0.266,1,4,2,162,,
KCR,AL,2004,720,905,58,0.322,0.397,0.259,0,,,162,0.35200000000000004,0.47600000000000003
BAL,AL,2004,842,830,78,0.345,0.43200000000000005,0.281,0,,,162,0.348,0.40399999999999997
CLE,AL,1992,674,746,76,0.32299999999999995,0.38299999999999995,0.266,0,,,162,,
MIN,AL,2003,801,758,90,0.341,0.431,0.27699999999999997,1,6,4,162,0.319,0.428
SDP,NL,2000,752,815,76,0.33,0.402,0.254,0,,,162,0.34,0.41600000000000004
PIT,NL,1969,725,652,88,0.33399999999999996,0.39799999999999996,0.27699999999999997,0,,,162,,
CHW,AL,1965,647,555,95,0.315,0.364,0.24600000000000002,0,,,162,,
KCR,AL,1976,713,611,90,0.327,0.371,0.26899999999999996,1,4,3,162,,
NYM,NL,1962,617,948,40,0.318,0.361,0.24,0,,,161,,
SFG,NL,1973,739,702,88,0.335,0.40700000000000003,0.262,0,,,162,,
CAL,AL,1996,762,943,70,0.33899999999999997,0.431,0.276,0,,,161,,
MIN,AL,2005,688,662,83,0.32299999999999995,0.391,0.259,0,,,162,0.307,0.408
FLA,NL,2004,718,700,83,0.32899999999999996,0.406,0.264,0,,,162,0.324,0.41200000000000003
HOU,NL,1983,643,646,85,0.32,0.375,0.257,0,,,162,,
ATL,NL,1983,746,640,88,0.341,0.4,0.272,0,,,162,,
SDP,NL,1989,642,626,89,0.319,0.369,0.251,0,,,162,,
PHI,NL,1999,841,846,77,0.35100000000000003,0.431,0.275,0,,,162,0.34700000000000003,0.447
CAL,AL,1978,691,666,87,0.33,0.37,0.259,0,,,162,,
TOR,AL,1988,763,680,87,0.332,0.419,0.268,0,,,162,,
KCR,AL,1982,784,717,90,0.337,0.428,0.285,0,,,162,,
TBD,AL,2003,715,852,63,0.32,0.40399999999999997,0.265,0,,,162,0.34700000000000003,0.44
NYY,AL,1992,733,746,76,0.32799999999999996,0.406,0.261,0,,,162,,
TOR,AL,1980,624,762,67,0.309,0.38299999999999995,0.251,0,,,162,,
DET,AL,1970,666,731,79,0.322,0.374,0.23800000000000002,0,,,162,,
BAL,AL,2005,729,800,74,0.327,0.434,0.26899999999999996,0,,,162,0.336,0.41600000000000004
KCR,AL,2006,757,971,62,0.332,0.41100000000000003,0.271,0,,,162,0.36700000000000005,0.47600000000000003
CHW,AL,1974,684,721,80,0.33,0.389,0.268,0,,,163,,
MON,NL,1999,718,853,68,0.32299999999999995,0.42700000000000005,0.265,0,,,162,0.342,0.418
BAL,AL,2003,743,820,71,0.32299999999999995,0.405,0.268,0,,,163,0.34600000000000003,0.446
BOS,AL,1964,688,793,72,0.322,0.41600000000000004,0.258,0,,,162,,
STL,NL,2008,779,725,86,0.35,0.433,0.281,0,,,162,0.332,0.431
CHC,NL,2011,654,756,71,0.314,0.401,0.256,0,,,162,0.335,0.413
TEX,AL,2010,787,687,90,0.33799999999999997,0.419,0.276,1,7,2,162,0.319,0.39
NYY,AL,1989,698,792,74,0.331,0.391,0.26899999999999996,0,,,161,,
LAA,AL,1962,718,706,86,0.325,0.38,0.25,0,,,162,,
